Subiect,"Tip Interventie","Motiv Interventie",Organizatie,Status,"Prioritate Caz","Data Deschidere","Data Inchidere","Nume Echipament","Atribuit Lui"
"intretinere CARE VENT","Cu Factura",Revizie,"Spit. Jud. de Urg 'Dr. C-tin Opris'Baia Mare - CUI: 3694594",Inchis,"Nivel Scazut",2016-04-21,,,"Claudiu Herlea"
"intretinere Gastat 1835","Cu Factura",Revizie,"Spital Jud.de Urgenta Bistrita Nasaud - CUI: 4347593",Inchis,"Nivel Scazut",2016-04-28,,,"Claudiu Herlea"
"intretinere Gastat 603","Cu Factura",Revizie,"Spitalul Cl. de Copii Cluj Napoca - CUI: 4426352",Inchis,"Nivel Scazut",2016-04-29,,,"Claudiu Herlea"
"serice GASTAT - eroare port","Cu Factura",Revizie,"Spital Jud.de Urgenta Bistrita Nasaud - CUI: 4347593",Inchis,"Nivel Scazut",2016-05-20,,,"Claudiu Herlea"
"eroare Pathfast - blocat","Cu Factura",Revizie,"Spit. Jud. de Urg 'Dr. C-tin Opris'Baia Mare - CUI: 3694594",Inchis,"Nivel Scazut",2016-05-20,,Pathfast,"Claudiu Herlea"
"verificari VALLEYLAB - BLOC OPERATOR","Cu Factura",Revizie,"Spitalul Cl. Jud. de Urg. Tg Mures - CUI: 4323209",Inchis,"Nivel Scazut",2016-05-20,,,"Claudiu Herlea"
"predare PTH dupa verificari la sediu","Cu Factura",Revizie,"Spitalul Jud. de Urgenta Cluj - CUI: 4288080",Inchis,"Nivel Scazut",2016-05-20,,Pathfast,"Claudiu Herlea"
"eroare Pathfast - blocat","Cu Factura",Revizie,"Spitalul Jud. de Urgenta Cluj - CUI: 4288080",Inchis,"Nivel Scazut",2016-05-20,,Pathfast,"Claudiu Herlea"
"scaun port proba Gastat defect","Fara Factura",Cerere,"Spital Jud.de Urgenta Bistrita Nasaud - CUI: 4347593",Inchis,"Nivel Scazut",2016-06-02,,,"Claudiu Herlea"
"scaun port proba Gastat ","Cu Factura",Cerere,"Spital Jud.de Urgenta Bistrita Nasaud - CUI: 4347593",Inchis,"Nivel Scazut",2016-06-02,,,"Claudiu Herlea"
"gastat navy - pini indoiti","Cu Factura",Cerere,"Spitalul Clinic de Recuperare Cluj - CUI: 4288063",Inchis,"Nivel Scazut",2016-06-10,,"Gastat Navi","Claudiu Herlea"
"port infundat - probabil","Cu Factura",Cerere,"Spital Jud.de Urgenta Bistrita Nasaud - CUI: 4347593",Inchis,"Nivel Scazut",2016-06-13,,,"Claudiu Herlea"
"LICHID SUB ECRAN PTH","Cu Factura",Revizie,"Spitalul Cl. Jud. de Urg. Tg Mures - CUI: 4323209",Inchis,"Nivel Scazut",2016-06-14,,Pathfast,"Claudiu Herlea"
"port infundat ","Fara Factura",Revizie,"Spital Jud.de Urgenta Bistrita Nasaud - CUI: 4347593",Inchis,"Nivel Scazut",2016-06-28,,,"Claudiu Herlea"
"intretinere Gastat 603","Cu Factura",Revizie,"Spitalul Cl. de Copii Cluj Napoca - CUI: 4426352",Inchis,"Nivel Scazut",2016-06-28,,,"Claudiu Herlea"
"Pathfast blocat","Cu Factura",Cerere,"Spitalul Cl. Jud. de Urg. Tg Mures - CUI: 4323209",Inchis,"Nivel Scazut",2016-07-05,,Pathfast,"Claudiu Herlea"
"VERIFICARE analizor Pathfast","Fara Factura",Revizie,"Spitalul Jud. Urgenta Alba - CUI: 4613342",Inchis,"Nivel Scazut",2016-07-05,,Pathfast,"Claudiu Herlea"
"verificare analizor Hemochron","Fara Factura",Cerere,"Spitalul Jud. Urgenta Alba - CUI: 4613342",Inchis,"Nivel Scazut",2016-07-05,,"Hemochron Signature Elite","Claudiu Herlea"
"calibrare esuata analizor Pathfast","Fara Factura",Revizie,"Sp. Orasenesc Abrud - CUI: 4562940",Inchis,"Nivel Scazut",2016-07-05,,Pathfast,"Claudiu Herlea"
"eroare Pathfast - valori anormale CtnI","Cu Factura",Cerere,"Spitalul Jud. de Urgenta Cluj - CUI: 4288080",Inchis,"Nivel Scazut",2016-07-05,,Pathfast,"Claudiu Herlea"
"Eroare Hemochron Response","Cu Factura",Revizie,"Institutul de Urgenta pt. Boli Cardiovasculare si Transplant Targu Mures - CUI: 32051606",Nou,"Nivel Scazut",2016-07-11,,,"Claudiu Herlea"
"caseta instalata gresit - GASTAT 1835","Fara Factura",Revizie,"Spital Jud.de Urgenta Bistrita Nasaud - CUI: 4347593",Inchis,"Nivel Scazut",2016-07-11,,,"Claudiu Herlea"
"intretinere Gastat 1835","Cu Factura",Revizie,"Spital Jud.de Urgenta Bistrita Nasaud - CUI: 4347593",Inchis,"Nivel Scazut",2016-08-08,,,"Claudiu Herlea"
"Instalare Pathfast","Cu Factura",Revizie,"Sp. Municipal Blaj - CUI: 4934679",Inchis,"Nivel Scazut",2016-08-08,,Pathfast,"Claudiu Herlea"
"service Nellcor - monitoare","Cu Factura",Revizie,"Spitalul Cl. Jud. de Urg. Tg Mures - CUI: 4323209",Inchis,"Nivel Scazut",2016-08-08,,,"Claudiu Herlea"
"Instalare Pathfast","Cu Factura",Instalare,"Spitalul Jud. de Urgenta Deva - CUI: 4374385",Inchis,"Nivel Scazut",2016-08-08,,Pathfast,"Claudiu Herlea"
"intretinere Gastat 603","Cu Factura",Revizie,"Spitalul Cl. de Copii Cluj Napoca - CUI: 4426352",Inchis,"Nivel Scazut",2016-08-08,,,"Claudiu Herlea"
"service Sterinis","Cu Factura",Revizie,"Sp.Clinic de Pediatrie Sibiu - CUI: 11411672",Inchis,"Nivel Scazut",2016-08-10,,,"Claudiu Herlea"
"intretinere Gastat 1835","Cu Factura",Revizie,"Spital Jud.de Urgenta Bistrita Nasaud - CUI: 4347593",Inchis,"Nivel Scazut",2016-09-02,,,"Claudiu Herlea"
"intretinere Gastat 603","Cu Factura",Revizie,"Spitalul Cl. de Copii Cluj Napoca - CUI: 4426352",Inchis,"Nivel Scazut",2016-09-02,,,"Claudiu Herlea"
"service Hemochron ","Cu Factura",Cerere,"Instit.Inimii N.Stancioiu - CUI: 4617719",Nou,"Nivel Scazut",2016-09-02,,,"Claudiu Herlea"
"ac defect - URIT 8021A","Cu Factura",Cerere,"Sp. Orasenesc Campeni - CUI: 4331074",Inchis,"Nivel Scazut",2016-09-13,,,"Claudiu Herlea"
"REINSTRUCTAJ OPERARE PATHFAST","Fara Factura",Revizie,"Sp. Orasenesc Abrud - CUI: 4562940",Inchis,"Nivel Scazut",2016-09-13,,Pathfast,"Claudiu Herlea"
"VERIFICARE analizor Pathfast","Fara Factura",Revizie,"Sp. Municipal Gherla - CUI: 4546995",Inchis,"Nivel Scazut",2016-09-13,,Pathfast,"Claudiu Herlea"
"intretinere Pathfast","Fara Factura",Revizie,"Spitalul Municipal Cluj - CUI: 4547117",Inchis,"Nivel Scazut",2016-09-13,,Pathfast,"Claudiu Herlea"
"REINSTRUCTAJ OPERARE PATHFAST","Fara Factura",Cerere,"Spitalul Jud. de Urgenta Cluj - CUI: 4288080",Inchis,"Nivel Scazut",2016-09-13,,Pathfast,"Claudiu Herlea"
"calibrare esuata analizor Pathfast","Cu Factura",Revizie,"Spitalul Jud. de Urgenta Satu Mare - CUI: 3963722",Inchis,"Nivel Scazut",2016-09-15,,Pathfast,"Claudiu Herlea"
"VERIFICARE analizor Pathfast","Cu Factura",Revizie,"Spitalul Jud. de Urgenta Satu Mare - CUI: 3963722",Inchis,"Nivel Scazut",2016-09-15,,Pathfast,"Claudiu Herlea"
"service Valleylab","Cu Factura",Revizie,"Spitalul Cl. Jud. de Urg. Tg Mures - CUI: 4323209",Inchis,"Nivel Scazut",2016-09-21,,,"Claudiu Herlea"
"service Pathfast - SARMAS","Fara Factura",Revizie,"Spitalul Cl. Jud. de Urg. Tg Mures - CUI: 4323209",Inchis,"Nivel Scazut",2016-09-21,,Pathfast,"Claudiu Herlea"
"service Hemochron  ELITE","Cu Factura",Cerere,"Spitalul Jud. de Urgenta Cluj - CUI: 4288080",Inchis,"Nivel Scazut",2016-09-27,,,"Claudiu Herlea"
"service Hemochron  RESPONSE","Fara Factura",Cerere,"Spitalul Jud. de Urgenta Cluj - CUI: 4288080",Inchis,"Nivel Scazut",2016-09-27,,,"Claudiu Herlea"
"intretinere Gastat 1835","Cu Factura",Revizie,"Spital Jud.de Urgenta Bistrita Nasaud - CUI: 4347593",Inchis,"Nivel Scazut",2016-10-03,,,"Claudiu Herlea"
"service Spotchem - cab medical","Cu Factura",Revizie,"Cabinet Medical Bistrita-Nasaud - CUI: ",Inchis,"Nivel Scazut",2016-10-03,,Spotchem,"Claudiu Herlea"
"service CARE VENT","Cu Factura",Revizie,"Spital Judetean  Tg.Mures - CUI: 24014380",Inchis,"Nivel Scazut",2016-10-03,,,"Claudiu Herlea"
"service VERSA TREK","Fara Factura",Cerere,"Spital Judetean  Tg.Mures - CUI: 24014380",Inchis,"Nivel Scazut",2016-10-03,,,"Claudiu Herlea"
"VERIFICARE analizor Pathfast","Fara Factura",Revizie,"Spitalul Cl. Jud. de Urg. Tg Mures - CUI: 4323209",Inchis,"Nivel Scazut",2016-10-03,,Pathfast,"Claudiu Herlea"
"service Pathfast Sarmasu","Cu Factura",Cerere,"Spitalul Cl. Jud. de Urg. Tg Mures - CUI: 4323209",Nou,"Nivel Scazut",2016-10-03,,Pathfast,"Claudiu Herlea"
"intarziere livrare","Cu Factura",Revizie,,Nou,"Nivel Scazut",2016-10-07,,,"Claudiu Herlea"
"VERIFICARE analizor Pathfast","Cu Factura",Revizie,"Spitalul Cl. Jud. de Urg. Tg Mures - CUI: 4323209",Inchis,"Nivel Scazut",2016-10-10,,,"Claudiu Herlea"
"REVIZIE ANALIZOR SPOTCHEM","Cu Factura",Revizie,"Cab medical SRI Baia Mare - CUI: ",Inchis,"Nivel Scazut",2016-10-10,,Spotchem,"Claudiu Herlea"
"VERIFICARE analizor Pathfast","Cu Factura",Revizie,"Sp. Orasenesc Negresti Oas - CUI: 3963960",Inchis,"Nivel Scazut",2016-10-10,,Pathfast,"Claudiu Herlea"
"revizie analizor Pathfast cardiologie","Cu Factura",Revizie,"Spit. Jud. de Urg 'Dr. C-tin Opris'Baia Mare - CUI: 3694594",Inchis,"Nivel Scazut",2016-10-10,,Pathfast,"Claudiu Herlea"
"revizie analizor Pathfast UPU","Cu Factura",Revizie,"Spit. Jud. de Urg 'Dr. C-tin Opris'Baia Mare - CUI: 3694594",Inchis,"Nivel Scazut",2016-10-10,,Pathfast,"Claudiu Herlea"
"intretinere Gastat 1835","Cu Factura",Revizie,"Spital Jud.de Urgenta Bistrita Nasaud - CUI: 4347593",Inchis,"Nivel Scazut",2016-10-10,,,"Claudiu Herlea"
"REVIZIE ANALIZOR SPOTCHEM","Cu Factura",Revizie,"Cabinet Medical Cluj - CUI: ",Inchis,"Nivel Scazut",2016-10-21,,,"Claudiu Herlea"
"REVIZIE ANALIZOR SPOTCHEM","Cu Factura",Revizie,"UM 0502 Cabinet Medical Oradea - CUI: ",Inchis,"Nivel Scazut",2016-10-21,,Spotchem,"Claudiu Herlea"
"service Pathfast ","Cu Factura",Revizie,"Spitalul Judetean Arad - CUI: 3519879",Inchis,"Nivel Scazut",2016-10-21,,Pathfast,"Claudiu Herlea"
"REVIZIE ANALIZOR SPOTCHEM","Cu Factura",Revizie,"UM 0502 Cabinet Medical Alba Iulia - CUI: ",Inchis,"Nivel Scazut",2016-10-21,,Spotchem,"Claudiu Herlea"
"REVIZIE ANALIZOR SPOTCHEM","Cu Factura",Revizie,"UM 0502 Cabinet Medical Sibiu - CUI: ",Inchis,"Nivel Scazut",2016-10-21,,Spotchem,"Claudiu Herlea"
"REVIZIE ANALIZOR SPOTCHEM","Cu Factura",Revizie,"Cabinet Medical Tg-Mures - CUI: ",Inchis,"Nivel Scazut",2016-10-21,,Spotchem,"Claudiu Herlea"
"bec lampa fotometrica ars","Cu Factura",Cerere,"Sp. Orasenesc Campeni - CUI: 4331074",Inchis,"Nivel Scazut",2016-11-04,,,"Claudiu Herlea"
"predare analizor Spotchem","Cu Factura",Revizie,"UM 0502 Cabinet Medical Zalau - CUI: ",Inchis,"Nivel Scazut",2016-11-04,,Spotchem,"Claudiu Herlea"
"predare analizor Spotchem","Cu Factura",Revizie,"UM 0502 Cabinet Medical Satu Mare - CUI: ",Inchis,"Nivel Scazut",2016-11-04,,Spotchem,"Claudiu Herlea"
"intretinere Gastat 1835","Cu Factura",Revizie,"Spital Jud.de Urgenta Bistrita Nasaud - CUI: 4347593",Inchis,"Nivel Scazut",2016-11-04,,,"Claudiu Herlea"
"intretinere Pathfast","Cu Factura",Revizie,"Spitalul Cl. Jud.de Urgenta SIBIU - CUI: 4240898",Inchis,"Nivel Scazut",2016-11-14,,Pathfast,"Claudiu Herlea"
"service Hemochron  ELITE","Cu Factura",Cerere,"Spitalul Jud. de Urgenta Cluj - CUI: 4288080",Inchis,"Nivel Scazut",2016-11-28,,,"Claudiu Herlea"
"service Pathfast ","Cu Factura",Cerere,"Spit. Jud. de Urg 'Dr. C-tin Opris'Baia Mare - CUI: 3694594",Inchis,"Nivel Scazut",2016-11-28,,Pathfast,"Claudiu Herlea"
"REINSTRUCTAJ OPERARE PATHFAST","Cu Factura",Cerere,"Spitalul Jud. de Urgenta Cluj - CUI: 4288080",Inchis,"Nivel Scazut",2016-11-28,,Pathfast,"Claudiu Herlea"
"Service Gastat Navy","Cu Factura",Cerere,"Spit. Jud. de Urg 'Dr. C-tin Opris'Baia Mare - CUI: 3694594",Inchis,"Nivel Scazut",2016-11-28,,"Gastat Navi","Claudiu Herlea"
"predare analizor Sterinis ","Cu Factura",Cerere,"UM 0502 Cabinet Medical Satu Mare - CUI: ",Inchis,"Nivel Scazut",2016-12-08,,,"Claudiu Herlea"
"intretinere Gastat 603","Cu Factura",Cerere,"Spitalul Cl. de Copii Cluj Napoca - CUI: 4426352",Inchis,"Nivel Scazut",2016-12-08,,,"Claudiu Herlea"
"instalare URIT 5250","Cu Factura",Instalare,"Spitalul Jud. Urgenta Alba - CUI: 4613342",Inchis,"Nivel Scazut",2016-12-08,,,"Claudiu Herlea"
"mentenanta Pathfast ATI","Cu Factura",Revizie,"Spitalul Jud. de Urgenta Cluj - CUI: 4288080",Inchis,"Nivel Scazut",2017-01-20,,Pathfast,"Claudiu Herlea"
"service Nellcor - pulsoximetru","Cu Factura",Cerere,"Spital Judetean  Tg.Mures - CUI: 24014380",Inchis,"Nivel Scazut",2017-01-20,,,"Claudiu Herlea"
"service URIT 5250","Cu Factura",Cerere,"Spitalul Jud. Urgenta Alba - CUI: 4613342",Inchis,"Nivel Scazut",2017-01-20,,,"Claudiu Herlea"
"service Valleylab","Cu Factura",Cerere,"Spital Judetean  Tg.Mures - CUI: 24014380",Inchis,"Nivel Scazut",2017-01-20,,,"Claudiu Herlea"
"service ALFA WASSERMANN","Cu Factura",Cerere,"Spitalul Cl. de Copii Cluj Napoca - CUI: 4426352",Inchis,"Nivel Scazut",2017-01-20,,,"Claudiu Herlea"
"service Valleylab","Cu Factura",Cerere,"Spitalul Jud. de Urgenta Cluj - CUI: 4288080",Inchis,"Nivel Scazut",2017-01-20,,,"Claudiu Herlea"
"REINSTRUCTAJ OPERARE PATHFAST","Cu Factura",Cerere,"Spit Clinic de Boli Infectioase Cluj - CUI: 4485715",Inchis,"Nivel Scazut",2017-01-20,,Pathfast,"Claudiu Herlea"
"Instalare Pathfast","Cu Factura",Instalare,"Inst.Reg.gastro-hepato dr.O.-Fodor - CUI: 4354523",Inchis,"Nivel Scazut",2017-01-20,,,"Claudiu Herlea"
"mentenanta Pathfast UPU","Fara Factura",Revizie,"Spitalul Jud. de Urgenta Cluj - CUI: 4288080",Inchis,"Nivel Scazut",2017-01-20,,Pathfast,"Claudiu Herlea"
"mentenanta Pathfast CARDIO","Cu Factura",Revizie,"Spitalul Jud. de Urgenta Cluj - CUI: 4288080",Inchis,"Nivel Scazut",2017-01-20,,Pathfast,"Claudiu Herlea"
"MENTENANTA ANUALA Pathfast","Cu Factura",Revizie,"Instit.Inimii N.Stancioiu - CUI: 4617719",Inchis,"Nivel Scazut",2017-01-20,,Pathfast,"Claudiu Herlea"
"Analizor Pathfast blocat","Cu Factura",Cerere,"Spitalul Jud. de Urgenta Cluj - CUI: 4288080",Inchis,"Nivel Scazut",2017-01-26,,Pathfast,"Claudiu Herlea"
"intretinere Gastat 1835","Cu Factura",Revizie,"Spital Jud.de Urgenta Bistrita Nasaud - CUI: 4347593",Inchis,"Nivel Scazut",2017-01-26,,,"Claudiu Herlea"
"service Valleylab","Cu Factura",Revizie,"Spitalul Cl. Jud. de Urg. Tg Mures - CUI: 4323209",Inchis,"Nivel Scazut",2017-02-13,,,"Claudiu Herlea"
"mentenanta Pathfast ATI","Cu Factura",Revizie,"Spitalul Cl. Jud. de Urg. Tg Mures - CUI: 4323209",Inchis,"Nivel Scazut",2017-02-13,,,"Claudiu Herlea"
"mentenanta Pathfast UPU","Cu Factura",Revizie,"Spitalul Cl. Jud. de Urg. Tg Mures - CUI: 4323209",Inchis,"Nivel Scazut",2017-02-13,,Pathfast,"Claudiu Herlea"
"service Hemochron ","Cu Factura",Revizie,"Instit.Inimii N.Stancioiu - CUI: 4617719",Inchis,"Nivel Scazut",2017-02-13,,,"Claudiu Herlea"
"MENTENANTA ANUALA Pathfast","Cu Factura",Revizie,"Spitalul Jud. de Urgenta Cluj - CUI: 4288080",Inchis,"Nivel Scazut",2017-02-13,,Pathfast,"Claudiu Herlea"
"Pathfast blocat","Cu Factura",Revizie,"Spitalul Jud. de Urgenta Satu Mare - CUI: 3963722",Inchis,"Nivel Scazut",2017-02-14,,Pathfast,"Claudiu Herlea"
"service Pathfast ","Cu Factura",Revizie,"Spit Clinic de Boli Infectioase Cluj - CUI: 4485715",Inchis,"Nivel Scazut",2017-02-14,,Pathfast,"Claudiu Herlea"
"ridicare baterie UPS","Cu Factura",Revizie,"Spit Clinic de Boli Infectioase Cluj - CUI: 4485715",Inchis,"Nivel Scazut",2017-02-14,,,"Claudiu Herlea"
"intretinere Gastat 1835","Cu Factura",Revizie,"Spital Jud.de Urgenta Bistrita Nasaud - CUI: 4347593",Inchis,"Nivel Scazut",2017-02-14,,,"Claudiu Herlea"
"mentenanta Pathfast ATI","Cu Factura",Revizie,"Spitalul Jud. de Urgenta Cluj - CUI: 4288080",Inchis,"Nivel Scazut",2017-02-16,,Pathfast,"Claudiu Herlea"
"ecran defect Pathfast","Cu Factura",Revizie,"Spitalul Cl. Jud. de Urg. Tg Mures - CUI: 4323209",Nou,"Nivel Scazut",2017-02-17,,Pathfast,"Claudiu Herlea"
"service gastat navy","Cu Factura",Revizie,"Spitalul Jud. de Urgenta Cluj - CUI: 4288080",Inchis,"Nivel Scazut",2017-02-21,,"Gastat Navi","Claudiu Herlea"
"revizie STERINIS","Cu Factura",Revizie,"Spitalul Cl. de Copii Cluj Napoca - CUI: 4426352",Inchis,"Nivel Scazut",2017-02-21,,,"Claudiu Herlea"
"service Gastat 603","Cu Factura",Revizie,"Spitalul Cl. de Copii Cluj Napoca - CUI: 4426352",Inchis,"Nivel Scazut",2017-02-21,,,"Claudiu Herlea"
"mentenanta Pathfast si GASTAT 1835 UPU","Cu Factura",Revizie,"Spital Jud.de Urgenta Bistrita Nasaud - CUI: 4347593",Inchis,"Nivel Scazut",2017-02-24,,Pathfast,"Claudiu Herlea"
"cititor defect Pathfast","Cu Factura",Revizie,"Spitalul Cl. Jud. de Urg. Tg Mures - CUI: 4323209",Inchis,"Nivel Scazut",2017-02-27,,Pathfast,"Claudiu Herlea"
"revizie analizor Pathfast","Cu Factura",Revizie,"Spit. Jud. de Urg 'Dr. C-tin Opris'Baia Mare - CUI: 3694594",Inchis,"Nivel Scazut",2017-03-22,,Pathfast,"Claudiu Herlea"
"revizie analizor Pathfast cardiologie","Cu Factura",Revizie,"Spit. Jud. de Urg 'Dr. C-tin Opris'Baia Mare - CUI: 3694594",Inchis,"Nivel Scazut",2017-03-22,,Pathfast,"Claudiu Herlea"
"revizie analizor Pathfast","Cu Factura",Revizie,"Sp. Orasenesc Negresti Oas - CUI: 3963960",Inchis,"Nivel Scazut",2017-03-22,,Pathfast,"Claudiu Herlea"
"service Pathfast ","Cu Factura",Cerere,"Spitalul Jud. de Urgenta Cluj - CUI: 4288080",Inchis,"Nivel Scazut",2017-03-22,,Pathfast,"Claudiu Herlea"
"revizie ventilator O-TWO","Cu Factura",Revizie,"Spital Judetean  Tg.Mures - CUI: 24014380",Inchis,"Nivel Scazut",2017-03-22,,,"Claudiu Herlea"
"service Pathfast - ECRAN defect","Cu Factura",Cerere,"Spitalul Jud. de Urgenta Cluj - CUI: 4288080",Inchis,"Nivel Scazut",2017-03-22,,Pathfast,"Claudiu Herlea"
"service GASTAT 1830","Cu Factura",Revizie,"Spitalul Cl. de Copii Cluj Napoca - CUI: 4426352",Inchis,"Nivel Scazut",2017-04-03,,,"Claudiu Herlea"
"service Hemochron ","Cu Factura",Cerere,"Instit.Inimii N.Stancioiu - CUI: 4617719",Inchis,"Nivel Scazut",2017-04-03,,,"Claudiu Herlea"
"ridicare analizor URIT 5250","Cu Factura",Cerere,"Spitalul Jud. Urgenta Alba - CUI: 4613342",Inchis,"Nivel Scazut",2017-04-03,,,"Claudiu Herlea"
"MENTENANTA ANUALA Pathfast","Cu Factura",Revizie,"Sp. Municipal Gherla - CUI: 4546995",Inchis,"Nivel Scazut",2017-04-03,,Pathfast,"Claudiu Herlea"
"VERIFICARE analizor Pathfast","Cu Factura",Revizie,"Spitalul Jud. Urgenta Alba - CUI: 4613342",Inchis,"Nivel Scazut",2017-04-06,,Pathfast,"Claudiu Herlea"
"intretinere Gastat 1835","Cu Factura",Revizie,"Spital Jud.de Urgenta Bistrita Nasaud - CUI: 4347593",Inchis,"Nivel Scazut",2017-04-06,,,"Claudiu Herlea"
"service Valleylab","Cu Factura",Revizie,"Spitalul Cl. Jud. de Urg. Tg Mures - CUI: 4323209",Inchis,"Nivel Scazut",2017-04-06,,,"Claudiu Herlea"
"service Valleylab","Cu Factura",Revizie,"Spitalul Cl. Jud. de Urg. Tg Mures - CUI: 4323209",Inchis,"Nivel Scazut",2017-04-06,,,"Claudiu Herlea"
"intretinere Gastat 1830","Cu Factura",Revizie,"Instit.Inimii N.Stancioiu - CUI: 4617719",Inchis,"Nivel Scazut",2017-04-18,,,"Claudiu Herlea"
"intretinere Gastat 1830","Cu Factura",Instalare,"Instit.Inimii N.Stancioiu - CUI: 4617719",Inchis,"Nivel Scazut",2017-04-18,,,"Claudiu Herlea"
"intretinere Gastat 603","Cu Factura",Revizie,"Spitalul Cl. de Copii Cluj Napoca - CUI: 4426352",Inchis,"Nivel Scazut",2017-04-18,,,"Claudiu Herlea"
"Instalare Pathfast","Cu Factura",Instalare,"Spitalul Jud. Urgenta Alba - CUI: 4613342",Inchis,"Nivel Scazut",2017-04-18,,Pathfast,"Claudiu Herlea"
"revizie analizor Pathfast","Cu Factura",Revizie,"Spitalul Jud. Urgenta Alba - CUI: 4613342",Inchis,"Nivel Scazut",2017-04-18,,Pathfast,"Claudiu Herlea"
"intretinere Gastat 1835","Cu Factura",Revizie,"Spital Jud.de Urgenta Bistrita Nasaud - CUI: 4347593",Inchis,"Nivel Scazut",2017-04-18,,,"Claudiu Herlea"
"intretinere Gastat 603","Cu Factura",Revizie,"Spitalul Cl. de Copii Cluj Napoca - CUI: 4426352",Inchis,"Nivel Scazut",2017-04-18,,,"Claudiu Herlea"
"service Pathfast ","Cu Factura",Cerere,"Spit. Jud. de Urg 'Dr. C-tin Opris'Baia Mare - CUI: 3694594",Inchis,"Nivel Scazut",2017-04-18,,Pathfast,"Claudiu Herlea"
"intretinere Gastat 1830","Cu Factura",Instalare,"Instit.Inimii N.Stancioiu - CUI: 4617719",Inchis,"Nivel Scazut",2017-04-18,,,"Claudiu Herlea"
"calibrare analizor Pathfast","Cu Factura",Revizie,"Instit.Oncologic Prof.Dr.I.Chiricuta Cluj - CUI: 4547125",Inchis,"Nivel Scazut",2017-04-18,,,"Claudiu Herlea"
"calibrare esuata analizor Pathfast","Cu Factura",Cerere,"Spitalul Jud. de Urgenta Cluj - CUI: 4288080",Inchis,"Nivel Scazut",2017-04-18,,Pathfast,"Claudiu Herlea"
"intretinere Gastat 1835","Cu Factura",Revizie,"Spital Jud.de Urgenta Bistrita Nasaud - CUI: 4347593",Inchis,"Nivel Scazut",2017-04-21,,,"Claudiu Herlea"
"intretinere Gastat 1830","Cu Factura",Cerere,"Instit.Inimii N.Stancioiu - CUI: 4617719",Inchis,"Nivel Scazut",2017-04-21,,,"Claudiu Herlea"
"intretinere Gastat 1830","Cu Factura",Revizie,"Instit.Inimii N.Stancioiu - CUI: 4617719",Inchis,"Nivel Scazut",2017-04-26,,,"Claudiu Herlea"
"calibrare esuata analizor Pathfast","Cu Factura",Revizie,"Instit.Inimii N.Stancioiu - CUI: 4617719",Inchis,"Nivel Scazut",2017-04-26,,Pathfast,"Claudiu Herlea"
"service Hemochron ","Cu Factura",Cerere,"Instit.Inimii N.Stancioiu - CUI: 4617719",Inchis,"Nivel Scazut",2017-04-26,,,"Claudiu Herlea"
"mentenanta Pathfast UPU","Cu Factura",Revizie,"Spital Jud.de Urgenta Bistrita Nasaud - CUI: 4347593",Inchis,"Nivel Scazut",2017-04-26,,Pathfast,"Claudiu Herlea"
"VERIFICARE analizor Pathfast","Cu Factura",Revizie,"Sp. Municipal Blaj - CUI: 4934679",Inchis,"Nivel Scazut",2017-04-28,,Pathfast,"Claudiu Herlea"
"revizie analizor Pathfast","Cu Factura",Revizie,"Spitalul Cl. Jud.de Urgenta SIBIU - CUI: 4240898",Inchis,"Nivel Scazut",2017-04-28,,Pathfast,"Claudiu Herlea"
"intretinere Gastat 603","Cu Factura",Revizie,"Spitalul Cl. de Copii Cluj Napoca - CUI: 4426352",Inchis,"Nivel Scazut",2017-04-28,,,"Claudiu Herlea"
"service Valleylab","Cu Factura",Revizie,"Spitalul Cl. Jud. de Urg. Tg Mures - CUI: 4323209",Inchis,"Nivel Scazut",2017-05-04,,,"Claudiu Herlea"
"intretinere Gastat 1835","Cu Factura",Revizie,"Spital Jud.de Urgenta Bistrita Nasaud - CUI: 4347593",Inchis,"Nivel Scazut",2017-05-04,,,"Claudiu Herlea"
"MENTENANTA ANUALA Pathfast","Cu Factura",Revizie,"Spitalul Cl. Jud. de Urg. Tg Mures - CUI: 4323209",Inchis,"Nivel Scazut",2017-05-11,,Pathfast,"Claudiu Herlea"
"mentenanta Pathfast UPU","Cu Factura",Revizie,"Spitalul Cl. Jud. de Urg. Tg Mures - CUI: 4323209",Inchis,"Nivel Scazut",2017-05-11,,Pathfast,"Claudiu Herlea"
"mentenanta Pathfast ATI","Cu Factura",Revizie,"Spitalul Municipal Cluj - CUI: 4547117",Inchis,"Nivel Scazut",2017-05-11,,Pathfast,"Claudiu Herlea"
"VERIFICARE analizor Pathfast","Cu Factura",Revizie,"Spitalul Jud. de Urgenta Cluj - CUI: 4288080",Inchis,"Nivel Scazut",2017-05-12,,Pathfast,"Claudiu Herlea"
"instalare Gastat 1830 - DEMO","Cu Factura",Instalare,"Spitalul Jud. de Urgenta Cluj - CUI: 4288080",Inchis,"Nivel Scazut",2017-05-16,,,"Claudiu Herlea"
"intretinere Gastat 1835","Cu Factura",Revizie,"Spital Jud.de Urgenta Bistrita Nasaud - CUI: 4347593",Inchis,"Nivel Scazut",2017-05-25,,,"Claudiu Herlea"
"revizie analizor O-two","Cu Factura",Revizie,"Spit. Jud. de Urg 'Dr. C-tin Opris'Baia Mare - CUI: 3694594",Inchis,"Nivel Scazut",2017-05-31,,,"Claudiu Herlea"
