Producator,Nume,Model,Serie,Activ,Functional,Organizatie,Sectie,"Nume (crm vechi)"
,,,1904D3473,,,,,Pathfast
,,,1902D3367,,,,,Pathfast
,,,1902D3366,,,,,Pathfast
,,,1610D2841,,,,,Pathfast
,,,MT60-07458,,,,,"Monnal T60"
,,,2544,,,,,Minibio
,,,"335180 M",,,,,videolaringoscop
,,,16953,,,,,"Hemochron Elite"
,,D,1904D3470,,,,,Pathfast
,,,1901R0019,,,,,"Ventway Sparrow-Robust"
,,,2234X1213,,,,,"Versatrek "
,,,NO50H18008,,,,,"Norma ICON 5"
,,,0512A0417,,,,,Pathfast
,,,MT60-07804,,,,,"Ventilator Monnal T60"
,,,MT60-07771,,,,,"Ventilator Monnal T60"
,,,MT60-07767,,,,,"Ventilator Monnal T60"
,,,MT60-07732,,,,,"Ventilator Monnal T60"
,,,1904D3474,,,,,Pathfast
,,,1907D3563,,,,,Pathfast
,,,3591,,,,,Maxibio
,,,22463-6,,,,,"Airpura UV600"
,,,22463-5,,,,,"Airpura UV600"
,,,22463-8,,,,,"Airpura UV600"
,,,22463-7,,,,,"Airpura UV600"
,,,22463-3,,,,,"Airpura UV600"
,,,2653,,,,,Minibio
,,,2654,,,,,Minibio
,,,"A50 0391,L4 0344, C8 0511",,,,,Unyvero
,,,1905D3482,,,,,Pathfast
,,,1905D3481,,,,,Pathfast
,,,"SN 3595",,,,,Maxibio
,,,"SN 3594",,,,,Maxibio
,,,"SN 18123339005",,,,,"Aparat chirurgical mobil"
,,,"SN 18123339245",,,,,"Aparat chirurgical mobil"
,,,"A 430/R10N162,O 431/R09N012,N 437/R14N216",,,,,Sensititre
,,,MT60-8029,,,,,"Ventilator Monnal T60"
,,,MT60-8016,,,,,"Ventilator Monnal T60"
,,,MT60-8020,,,,,"Ventilator Monnal T60"
,,,MT60-08046,,,,,"Monnat T60"
,,,"SN MT60-08085",,,,,"Monnal T60"
,,,"SN MT60-08068",,,,,"Monnal T60"
,,,"SN MT60-08065",,,,,"Monnal T60"
,,,0389/0339/0512,,,,,Unyvero
,,,1903D3405,,,,,PATHFAST
,,,1506C2373,,,,,Pathfast
,,,5220,,,,,"Hemocorm Response"
,,,1908D3657,,,,,Pathfast
,,,"C 0076/ L 0102/ A 0107",,,,,Unyvero
,,,NI30H19109,,,,,"Norma Icon 3"
,,,1907D3565,,,,,Pathfast
,,,1102B1175,,,,,Pathfast
,,,"SV 1909RO293",,,,,Ventway
,,,"SN 070.16159",,,,,"Electrocardiograf Schiller AT102"
,,,2703,,,,,Minibio
,,,9063904,,,,,"Gastat T35"
,,,1908D3652,,,,,Pathfast
,,,26741-2,,,,,Airpura
,,,26741-1,,,,,Airpura
,,,25561,,,,,Airpura
,,,MT60-10431,,,,,"Ventilator Monnal T60"
,,,MT60-10435,,,,,"Ventilator Monnal T60"
,,,MT60-10441,,,,,"Ventilator Monnal T60"
,,,MT60-10262,,,,,"Ventilator Monnal T60"
,,,MT60-10348,,,,,"Ventilator Monnal T60"
,,,MT60-10379,,,,,"Ventilator Monnal T60"
,,,MT60-10383,,,,,"Ventilator Monnal T60"
,,,MT60-09733,,,,,"Ventilator Monnal T60"
,,,MT60-09761,,,,,"Ventilator Monnal T60"
,,,MT60-09652,,,,,"Ventilator Monnal T60"
,,,MT60-09611,,,,,"Ventilator Monnal T60"
,,,MT60-09656,,,,,"Ventilator Monnal T60"
,,,MT60-09682,,,,,"Ventilator Monnal T60"
,,,MT60-09696,,,,,"Ventilator Monnal T60"
,,,MT60-09699,,,,,"Ventilator Monnal T60"
,,,MT60-10277,,,,,"Ventilator Monnal T60"
,,,MT60-10278,,,,,"Ventilator Monnal T60"
,,,MT60-10270,,,,,"Ventilator Monnal T60"
,,,MT60-10295,,,,,"Ventilator Monnal T60"
,,,3606,,,,,"Maxibio T "
,,,1909R0334,,,,,"Ventway Military"
,,,3637,,,,,Maxibio
,,,3622,,,,,Maxibio
,,,3623,,,,,Maxibio
,,,3607,,,,,Maxibio
,,,3620,,,,,Maxibio
,,,3621,,,,,Maxibio
,,,1908D3653,,,,,"Analizor Pathfast"
,,,2777,,,,,Minibio
,,,NO50H18009,,,,,"Icon 5"
,,,1908D3654,,,,,Pathfast
,,,MT75-08757,,,,,"Monnal T75"
,,,MT75-08758,,,,,"Monnal T75"
,,,MT75-08769,,,,,"Monnal T75"
,,,MT75-08771,,,,,"Monnat T75"
,,,MT75-08784,,,,,"Monnal T75"
,,,MT75-08973,,,,,"Monnal T75"
,,,MT75-08986,,,,,"Monnal T75"
,,,MT75-09007,,,,,"Monnal T75"
,,,MT75-09015,,,,,"Monnal T75"
,,,MT75-09024,,,,,"Monnal T75"
,,,MT75-09025,,,,,"Monnal T75"
,,,MT75-09026,,,,,"Monnal T75"
,,,MT75-09028,,,,,"Monnal T75"
,,,MT75-09031,,,,,"Monnal T75"
,,,MT75-09035,,,,,"Monnal T75"
,,,MT75-09037,,,,,"Monnal T75"
,,,MT75-09040,,,,,"Monnal T75"
,,,MT75-09044,,,,,"Monnal T75"
,,,MT75-09045,,,,,"Monnal T75"
,,,MT75-09049,,,,,"Monnal T75"
,,,MT75-09049,,,,,"Monnal T75"
,,,MT75-09051,,,,,"Monnal T75"
,,,MT75-09055,,,,,"Monnal T75"
,,,MT75-09056,,,,,"Monnal T75"
,,,MT75-09059,,,,,"Monnal T75"
,,,MT75-09062,,,,,"Monnal T75"
,,,MT75-09064,,,,,"Monnal T75"
,,,MT75-09067,,,,,"Monnal T75"
,,,1610D2840,,,,,"Analizor Pathfast"
,,,3646,,,,,Maxibio
,,,3647,,,,,Maxibio
,,,3648,,,,,Maxibio
,,,3649,,,,,Maxibio
,,,MT75-08784,,,,,"Monnal T75"
,,,MT75-08973,,,,,"Monnal T75"
,,,MT75-08986,,,,,"Monnal T75"
,,,MT75-09007,,,,,"Monnal T75"
,,,MT75-09015,,,,,"Monnal T75"
,,,MT75-09024,,,,,"Monnal T75"
,,,MT75-09025,,,,,"Monnal T75"
,,,MT75-09026,,,,,"Monnal T75"
,,,MT75-09028,,,,,"Monnal T75"
,,,NI30H18057,,,,,"Norma Icon 3"
,,,2656,,,,,Minibio
,,,2657,,,,,Minibio
,,,2778,,,,,Minibio
,,,2779,,,,,Minibio
,,,9041904,,,,,"Gastat 735+"
,,,MT75-090027,,,,,"Monnal T75"
,,,MT75-09261,,,,,"Monnal T75"
,,,MT75-09265,,,,,"Monnal T75"
,,,G20246M0010,,,,,"Ventway Sparrow Robust"
,,,9143904,,,,,"Gastat 735"
,,,9080904,,,,,"Gastat 735"
,,,9180904,,,,,"Gastat 735"
,,,1806D3201,,,,,PATHFAST
,,,1806D3205,,,,,PATHFAST
,,,1808D3259,,,,,PATHFAST
,,,1902D3364,,,,,PATHFAST
,,,1902D3365,,,,,PATHFAST
,,,1903D3404,,,,,PATHFAST
,,,MT75-09315,,,,,"Monnal T75"
,,,1903D3406,,,,,PATHFAST
,,,MT75-09338,,,,,"Monnal T75"
,,,MT75-09356,,,,,"Monnal T75"
,,,MT75-09358,,,,,"Monnal MT75"
,,,1903D3411,,,,,PATHFAST
,,,MT75-09361,,,,,"Monnal T75"
,,,MT75-09363,,,,,"Monnal T75"
,,,1904D3471,,,,,PATHFAST
,,,MT75-09364,,,,,"Monnal MT75"
,,,1905D3484,,,,,PATHFAST
,,,MT75-09365,,,,,"Monnal T75"
,,,1907D3560,,,,,PATHFAST
,,,MT75-09366,,,,,"Monnal MT75"
,,,MT75-09367,,,,,"Monnal MT75"
,,,MT75-09370,,,,,"Monnal MT75"
,,,MT75-09372,,,,,"Monnal MT75"
,,,MT75-09374,,,,,"Monnal MT75"
,,,MT75-09375,,,,,"Monnal MT75"
,,,1907D3561,,,,,PATHFAST
,,,MT75-09376,,,,,"Monnal MT75"
,,,MT75-09378,,,,,"Monnal MT75"
,,,1907D3562,,,,,PATHFAST
,,,MT75-09311,,,,,"Monnal MT75"
,,,1907D3564,,,,,PATHFAST
,,,1907D3566,,,,,PATHFAST
,,,1907D3567,,,,,PATHFAST
,,," 1908D3649",,,,,%ARAD
,,,1908D3649,,,,,PATHFAST
,,," 1908D3650",,,,,PATHFAST
,,," 1908D3651",,,,,PATHFAST
,,," 2002D3814",,,,,PATHFAST
,,," 2002D3825",,,,,PATHFAST
,,," 2002D3826",,,,,PATHFAST
,,," 2002D3827",,,,,PATHFAST
,,," 2002D3828",,,,,PATHFAST
,,," 2003D3856",,,,,PATHFAST
,,,2004D3872,,,,,PATHFAST
,,,2004D3873,,,,,PATHFAST
,,,2004D3874,,,,,PATHFAST
,,,2005D3910,,,,,PATHFAST
,,,2005D3911,,,,,PATHFAST
,,,7206,,,,,"Aparat pentru masurarea Oximetriei"
,,,9017904,,,,,"Gastat 735"
,,,9056904,,,,,"Gastat 735"
,,,10358803,,,,,"Gastat 735"
,,735,09032904,,,,,"Gastat 735"
,,,9017904,,,,,"Gastat 735"
,,735,09201904,,,,,"Gastat 735"
,,,9070904,,,,,"Gastat 735"
,,,9261904,,,,,"Gastat 735"
,,,9256904,,,,,"Gastat 735 "
,,,9253904,,,,,"Gastat 735"
,,,9259904,,,,,"Gastat 735"
,,,9323904,,,,,"Gastat 735"
,,,21L210033,,,,,"Platforma RTPCR-VitaPCR"
,,,20K18010,,,,,"Platforma RTPCR"
,,,3651,,,,,Maxibio
,,,3652,,,,,Maxibio
,,,3653,,,,,Maxibio
,,,20K18005,,,,,"Platforma RT-PCR VitaPCR"
,,,20K18006,,,,,"Platforma RT-PCR VitaPCR"
,,,"MT60 - 01452",,,,,"Ventilator Monnal T60"
,,,9070904,,,,,"Gastat 735"
,,,20K18008,,,,,"Vita PCR RT-PCR"
,,,2002D3826,,,,,"Pathfast D"
,,,20K18009,,,,,VitaPCR
,,,9259904,,,,,"Gastat 735"
,,,NO50H18009,,,,,"Norma Icon 5"
,,,20444,,,,,"Hemochron Signature Elite"
,,,20443,,,,,"Hemochron Signature Elite"
,,,21C11016,,,,,"Platforma RTPCR-VitaPCR"
,,,2004D3872,,,,,"Pathfast D"
,,,9313904,,,,,"Gastat 700"
,,D,2002D3828,,,,,"Pathfast D"
,,D,2003D3856,,,,,"Pathfast D"
,,735,09309904,,,,,"Gastat 735"
,,Elite,SE9366,,,,,"Hemochron Signature Elite"
,,,1808D3258,,,,,"Pathfast D !!!!!!"
,,,20K18012,,,,,VitaPCR
,,,9261904,,,,,"Gastat 735"
,,,2004D3872,,,,,"Pathfast D"
,,,1908D3651,,,,,"Pathfast D"
,,,3663,,,,,"Maxibio "
,,,10669,,,,,"Monnal T60"
,,,9345,,,,,"Monnal T75"
,,,21A28004,,,,,"VitaPCR "
,,,G20289M0023,,,,,Ventway
,,,12799,,,,,"Monnal T60"
,,,3300001,,,,,"Gastat NAVI "
,,,28842-10,,,,,"Airpura UV600"
,,,28842-11,,,,,"Airpura UV600"
,,,21B25029,,,,,"VitaPCR "
,,,51906028,,,,,"Spotchem EX Sp-4430"
,,,N130H19009,,,,,"Norma Icon 3"
,,,1345009,,,,,"Gastat NAVI"
,,,28842-8,,,,,"Airpura UV600"
,,,28842-7,,,,,"Airpura UV600"
,,,28842-9,,,,,"Airpura UV600"
,,,9253904,,,,,"Gastat 735"
,,,SN09350,,,,,"Monnal T75"
,,,NI30H21117,,,,,"Norma Icon 3"
,,,NI30H18177,,,,,"Norma Icon 3"
,,,18721,,,,,"Imprimanta termica"
,,,2002D3825,,,,,"Pathfast D"
,,,13076,,,,,"Monnal T60"
,,,13312,,,,,"Monnal T60"
,,,2005D3910,,,,,"Pathfast D"
,,,12912,,,,,"Monnal T60"
,,,01505009/0117000,,,,,"Gastat NAVI"
,,,SE21493,,,,,"Hemochron Signature Elite"
,,,2102D4077,,,,,Pathfast
,,,2102D4076,,,,,"Pathfast D"
,,,QM20210030,,,,,"Bubble CPAP"
,,,21L03004,,,,,VitaPCR
,,,,,,,,"Bubble CPAP"
,,,2104D4140,,,,,"Pathfast D"
,,,HR6216,,,,,"Hemochron Response"
,,,A50-0209/L4-0131/C8-0236,,,,,Unyvero
,,,2102D4078,,,,,"Pathfast D"
,,,21K30027,,,,,"VitaPCR "
,,Minibio,2744,,,,,Minibio
,,,3654,,,,,Maxibio
,,,20K18017,,,,,VitaPCR
,,,NI30H18176,,,,,"Norma Icon 3"
,,,2102D4075,,,,,"Pathfast D"
,,,1506C2368,,,,,"Pathfast D"
,,,"SN 1055775 A",,,,,"Imprimanta termica"
,,,2005D3911,,,,,"Pathfast D"
,,,6268,,,,,VerifyNow
,,,HR-7589,,,,,Response
,,,"0072 / 0049 / 0052",,,,,Unyvero
,,Elite,SE9382,,,,,Hemochron
,,D,1908D3655,,,,,Pathfast
,,Elite,19621,,,,,Hemochron
,,Elite,19643,,,,,Hemochron
,,Elite,19719,,,,,Hemochron
,,D,2102D4074,,,,,Pathfast
,,T60,03085,,,,,Monnal
,,D,1905D3483,,,,,Pathfast
,,PCR,21L06065,,,,,VitaPCR
,,PCR,21L28019,,,,,VitaPCR
,,C,1502c227,,,,,Pathfast
,,D,1907D3231,,,,,Pathfast
,,Pathfast,1808D3265,,,,,MTS
,,Elite,SE9371,,,,,Hemochron
,,,2104D4143,,,,,Pathfast
,,C,1403C2086,,,,,Pathfast
,,"Monnal T75","MT75 - 09372",,,,,ALQ
,,"Monnal T75","MT75 - 09315",,,,,ALQ
,,"Monnal T75","MT75 - 09311",,,,,ALQ
,,"Monnal T75","MT75 - 09376",,,,,ALQ
,,"Monnal T75","MT75 - 09363",,,,,ALQ
,,"Monnal T75 - 12 buc","MT75 - 093….......",,,,,ALQ
,,C,1301C1860,,,,,MTS
,,C,1505C2353,,,,,Pathfast
,,Maxibio,SN2777,,,,,Mobiwatch
,,T75,MT75-10522,,,,,Monnal
,,T75,MT75-10535,,,,,Monnal
,,T60,MT60-13471,,,,,Monnal
,,,CPT00236,,,,,Unyvero
,,Elite,9412,,,,,Hemochron
,,,"0176 / 0172 / 0344",,,,,Unyvero
,,,6267,,,,,VerifyNow
,,d,2002D3827,,,,,Pathfast
,,VitaPCR,21K03018,,,,,CRD
,,Pathfast,1506C2356,,,,,MTS
,,H.Elite,SE8503,,,,,ITC
,,Pathfast,0905A0928,,,,,MTS
,,Response,HR529-2,,,,,Hemochron
,,Minibio,22463-1,,,,,Mobiwatch
,,Minibio,22463-2,,,,,Mobiwatch
,,PCR,"A0229 A0083 L0209 C0218",,,,,UNYVERO
,,,6068,,,,,"Verify Now"
,,,6334,,,,,"Verify Now"
,,Vision,436/VRO2N62,,,,,Sensititre
,,Junior,SE9395,,,,,Hemochron
,,D,1908D3648,,,,,Pathfast
,,,"436/ 430/ 431/ 437",,,,,Sensititre
,,Junior,SP7691,,,,,Hemochron
,,Medtronic,337171,,,,,Videolarigoscop
,,Response,HR7221,,,,,Hemochron
,,Elite,SP7876,,,,,Hemochron
,,"Unyvero (A50;L4;C8)",60001;2;3,,,,,Curetis
,,Elite,SE9189,,,,,Hemochron
,,,A430/R1ON162,,,,,SENSITITRE
,,,28842-06,,,,,Airpura
,,,28842-04,,,,,Airpura
,,D,1903D345,,,,,Pathfast
,,T60,MT60-09763,,,,,Monnal
,,Elite,9411,,,,,Hemochron
,,Navi,4001404,,,,,Gastat
,,EZ,51806051,,,,,Spotchem
,,Unyvero,"60001/0187 60002/0173 60003/0347",,,,,Curetis
,,T60,7458,,,,,Monal
,,Elitte,10077,,,,,Hemocron
,,Versatrek240,2060X0513,,,,,"Termo Fisher"
,,735,O9180904,,,,,Gastat
,,735,O9143904,,,,,Gastat
,,,"V3030, V2020, V3020, V3011",,,,,Sensititre
,,D,1908D3650,,,,,Pathfast
,,Response,6108,,,,,Hemochron
,,T60,10255,,,,,"Monal "
,,T60,13461,,,,,"MONNAL "
,,T60,13456,,,,,"MONNAL "
,,,"PM 2202001202 35692",,,,,"Pointcare M4"
,,,2105D4168,,,,,
,,PCR,21H17022,,,,,
,,VCM,A47190048,,,,,
,,D,2105D4172,,,,,
,,"tip D",2004D3873,,,,,
,,"tip D",2109D4259,,,,,
,,,A47190048,,,,,
,,VCM,A47190055,,,,,
,,,A47190056,,,,,
,,,A47190075,,,,,
,,,A47190066,,,,,
,,"tip D",2109D4260,,,,,
,,D,1903D3407,,,,,
,,"tip D",2109D4261,,,,,
,,"tip D",2109D4262,,,,,
,,"tip D",2201D4330,,,,,
,,"tip D",2203D4375,,,,,
,,"tip D",2203D4376,,,,,
,,"tip D",2203D4377,,,,,
,,tip,2203D4378,,,,,
,,"tip D",2203D4379,,,,,
,,"tip D",2205D4435,,,,,
,,"tip D",2205D4436,,,,,
,,"tip D",2205D4437,,,,,
,,"tip D",2205D4438,,,,,
,,"tip D",2205D4439,,,,,
,,,NI30H19008,,,,,
,,,06022206,,,,,
,,735,09311904,,,,,
,,735,06024206,,,,,
,,,06017206,,,,,
,,,AP2023-305,,,,,
,,,62209014,,,,,
,,,06024206,,,,,
,,,04035105,,,,,
,,,06040206,,,,,
,,,06036206,,,,,
,,,23643,,,,,
,,,23644,,,,,
,,,23645,,,,,
,,,9398,,,,,
,,Advanced,MT6A-00450,,,,,
,,,21L01059,,,,,
,,,"A 0385; L0381; C0513",,,,,
,,,A48210011,,,,,
,,,NI50H23012,,,,,
,,,09070904,,,,,
,,"Monnal T60",MT60-10022,,,,,
,,Navi,,,,,,
,,Elite,22936,,,,,
,,Elite,22937,,,,,
,,Elite,22938,,,,,
,,,08057,,,,,
,,,038229,,,,,
,,,07981,,,,,
,,,07983,,,,,
,,,07984,,,,,
,,,07986,,,,,
,,,07985,,,,,
,,,07990,,,,,
,,,07988,,,,,
,,,07987,,,,,
,,,07992,,,,,
,,,07989,,,,,
,,,07991,,,,,
,,,07948,,,,,
,,,07946,,,,,
,,,07947,,,,,
,,,07955,,,,,
,,,07953,,,,,
,,,07936,,,,,
,,,07934,,,,,
,,,07945,,,,,
,,,07950,,,,,
,,,07952,,,,,
,,,07956,,,,,
,,,07949,,,,,
,,,07951,,,,,
,,,07954,,,,,
,,,038228,,,,,
,,,038227,,,,,
,,,038225,,,,,
,,,038226,,,,,
,,,07996,,,,,
,,,07962,,,,,
,,,07967,,,,,
,,,07957,,,,,
,,,07932,,,,,
,,,07975,,,,,
,,,07969,,,,,
,,,07973,,,,,
,,,07972,,,,,
,,,07977,,,,,
,,,07998,,,,,
,,,08002,,,,,
,,,07974,,,,,
,,,08001,,,,,
,,,07978,,,,,
,,,07995,,,,,
,,,07982,,,,,
,,,08003,,,,,
,,,08000,,,,,
,,,07958,,,,,
,,,07961,,,,,
,,,07960,,,,,
,,,07964,,,,,
,,,07963,,,,,
,,,07965,,,,,
,,,07959,,,,,
,,,07966,,,,,
,,,07968,,,,,
,,,07993,,,,,
,,,08004,,,,,
,,,07997,,,,,
,,,07994,,,,,
,,,07999,,,,,
,,,07979,,,,,
,,,07970,,,,,
,,,07980,,,,,
,,,07976,,,,,
,,,07971,,,,,
,,,038219,,,,,
,,,038220,,,,,
,,,038221,,,,,
,,,038222,,,,,
,,,038223,,,,,
,,,038224,,,,,
,,,08030,,,,,
,,,08014,,,,,
,,,08031,,,,,
,,,08038,,,,,
,,,08034,,,,,
,,,08036,,,,,
,,,08032,,,,,
,,,08029,,,,,
,,,08033,,,,,
,,,08040,,,,,
,,,08035,,,,,
,,,08037,,,,,
,,,08039,,,,,
,,,07935,,,,,
,,,07939,,,,,
,,,07940,,,,,
,,,07933,,,,,
,,,07938,,,,,
,,,07944,,,,,
,,,07942,,,,,
,,,07937,,,,,
,,,07943,,,,,
,,,07941,,,,,
,,,08024,,,,,
,,,08017,,,,,
,,,08023,,,,,
,,,08020,,,,,
,,,08019,,,,,
,,,08018,,,,,
,,,08022,,,,,
,,,08028,,,,,
,,,08027,,,,,
,,,08021,,,,,
,,,08025,,,,,
,,,08026,,,,,
,,,08008,,,,,
,,,08007,,,,,
,,,08012,,,,,
,,,08006,,,,,
,,,08015,,,,,
,,,08011,,,,,
,,,08005,,,,,
,,,08010,,,,,
,,,08016,,,,,
,,,08009,,,,,
,,,08013,,,,,
,,,21K29071,,,,,
,,D,,,,,,
,,C,,,,,,
,,"Icon 5",,,,,,
,,,,,,,,
,,,,,,,,
,,735,,,,,,
,,735,,,,,,
,,735,,,,,,
,,D,,,,,,
,,D,,,,,,
,,,09312904,,,,,
,,,9134,,,,,
,,1835AQC,1005432,,,,,
,,4000,70196,,,,,
,,Maxibio,3664,,,,,
,,Maxibio,3590,,,,,
,,,0510A0320,,,,,
,,D,2201D4328,,,,,
,,D,1902D3365,,,,,
,,"tip D",2301D4607,,,,,
,,,"A50 0250/L4 0205/C8 0231",,,,,
,,735,06022206,,,,,
,,PCR,0452/0411/0567,,,,,
,,VerifyNow,1966,,,,,
,,VCM,A48210035,,,,,
,,VCM,A48210070,,,,,
,,VCM,A48210078,,,,,
,,VCM,A48210090,,,,,
,,VCM,A48210092,,,,,
,,,2211D4571,,,,,
,,,2211D4572,,,,,
,,,2211D4573,,,,,
,,,2211D4574,,,,,
,,,2211D4575,,,,,
,,,2211D4576,,,,,
,,,2211D4577,,,,,
,,,2211D4578,,,,,
,,,2211D4579,,,,,
,,,2211D4580,,,,,
,,T60,MT60-10007,,,,,
,,T60,MT60-10018,,,,,
,,,21K25038,,,,,
,,"Nexus IB10",NEXUS00X600213A,,,,,
,,"Nexus IB10",NEXUS00X600193Z,,,,,
,,VCM,A38230056,,,,,
,,Maxibio,2343,,,,,
,,C,1304C1862,,,,,
,,C,1505C2358,,,,,
,,D,2109D4260,,,,,
,,,22939,,,,,
,,,22940,,,,,
,,"tip D",2305D4731,,,,,
,,"tip D",2305D4732,,,,,
,,"tip D",2305D4733,,,,,
,,"tip D",2305D4734,,,,,
,,"tip D",2305D4735,,,,,
,,,A38230004,,,,,
,,,00X600186N,,,,,
,,,6059,,,,,
,,VCM,A38230009,,,,,
,,VCM,A38230010,,,,,
,,VCM,A38230012,,,,,
,,VCM,A38230014,,,,,
,,Lucia,200041,,,,,
,,OP,NO50H23039,,,,,
,,735,,,,,,
,,,23/0297,,,,,
,,,23/0299,,,,,
,,,22B16009,,,,,
,,,21J22059,,,,,
,,VCM,A38230060,,,,,
,,,06349206,,,,,
,,,"A 0468; L 0278; C 0576",,,,,
,,,ROHS2377,,,,,
,,,ROHS2378,,,,,
,,OP,NO50H23042,,,,,
,,OP,51808051,,,,,
