Subiect,"Tip Interventie","Motiv Interventie",Organizatie,Status,"Prioritate Caz","Data Deschidere","Data Inchidere","Nume Echipament","Atribuit Lui"
"Curatare si verificare Pathfast Pv.6942","Fara Factura",Cerere,"Spitalul de Urgenta Tulcea - CUI: 4026712",Inchis,"Nivel Scazut",2017-11-24,,Pathfast,"Razvan Dinescu"
"Predare Pathfast PV.6910","Fara Factura",Cerere,"Spitalul Jud. de Urgenta Constanta - CUI: 4301103",Inchis,"Nivel Scazut",2017-11-24,,Pathfast,"Razvan Dinescu"
"Ridicare URIT 3000 Plus PV.6219","Fara Factura",Revizie,"Spital de Psihiatrie Sapunari - CUI: 3466375",Inchis,"Nivel Scazut",2017-11-24,,,"Razvan Dinescu"
"Revizie conform contract Pathfast PV.7107","Cu Factura",Revizie,"Inst. de Boli Cardiovasculare 'CC Iliescu' - CUI: 4203628",Inchis,"Nivel Scazut",2017-12-08,,Pathfast,"Razvan Dinescu"
"Mentenanta periodica Pathfast PV. 7225","Fara Factura",Cerere,"Spital Judetean de Urgenta Valcea - CUI: 2540589",Inchis,"Nivel Scazut",2017-12-08,,Pathfast,"Razvan Dinescu"
"Verificare periodica Pathfast PV.7226","Fara Factura",Cerere,"Spital Judetean de Urgenta Valcea - CUI: 2540589",Inchis,"Nivel Scazut",2017-12-08,,,"Razvan Dinescu"
"Predare ventilator Monnal T60 PV.7119","Fara Factura",Cerere,"Sp. Universitar de Urgenta Elias - CUI: 4192537",Inchis,"Nivel Scazut",2017-12-08,,"Ventilator Monnal T60","Razvan Dinescu"
"Preluare Pathfast pentru verificare si depanare.","Fara Factura",Cerere,"Spit.Jud.de Urgenta Braila - CUI: 4342863",Revenire,"Nivel Scazut",2017-12-18,,Pathfast,"Razvan Dinescu"
"Predare echipament Pathfast dupa reparatie Pv.7592","Fara Factura",Cerere,"Spital Judetean de Urgenta Valcea - CUI: 2540589",Inchis,"Nivel Scazut",2018-01-08,,,"Razvan Dinescu"
"Service Pathfast PV.118","Fara Factura",Cerere,"Spital Judetean de Urgenta Valcea - CUI: 2540589",Inchis,"Nivel Scazut",2018-01-10,,,"Razvan Dinescu"
"Remediere defect sesizat Pathfast PV. 367","Fara Factura",Cerere,"Institutul Clinic Fundeni - CUI: 4204003",Inchis,"Nivel Scazut",2018-01-29,,Pathfast,"Razvan Dinescu"
"Predare echipament Valleylab PV. 513","Fara Factura",Cerere,"Euroclinic Hospital SA - CUI: RO14009050",Inchis,"Nivel Scazut",2018-01-29,,,"Razvan Dinescu"
"Predare echipaent Pathfast PV.514","Fara Factura",Cerere,"Sp. Jud. de Urg. Craiova - CUI: 5002142",Inchis,"Nivel Scazut",2018-01-29,,Pathfast,"Razvan Dinescu"
"Mentenanta periodica Pathfast PV.538","Fara Factura",Cerere,"Sp. Jud. de Urg. Craiova - CUI: 5002142",Inchis,"Nivel Scazut",2018-01-29,,Pathfast,"Razvan Dinescu"
"Predare echipament dupa reparatie PV. 537","Fara Factura",Cerere,"Sp. Jud. de Urg. Craiova - CUI: 5002142",Inchis,"Nivel Scazut",2018-01-29,,Pathfast,"Razvan Dinescu"
"Predare electrocauter Valleylab ForceTriad Pv.579","Cu Factura",Cerere,"Euroclinic Hospital SA - CUI: RO14009050",Inchis,"Nivel Scazut",2018-01-30,,,"Razvan Dinescu"
"Revizie Pathfast Pv.7307","Cu Factura",Revizie,"Spital Clinic Urgenta SF Ioan Bucuresti - CUI: 4204178",Inchis,"Nivel Scazut",2018-02-06,,Pathfast,"Razvan Dinescu"
"Revizie Pathfast Pv.7306","Cu Factura",Revizie,"Spital Clinic Urgenta SF Ioan Bucuresti - CUI: 4204178",Inchis,"Nivel Scazut",2018-02-06,,Pathfast,"Razvan Dinescu"
"Revizie Pathfast Pv.6747","Cu Factura",Revizie,"Spital Clinic Urgenta SF Ioan Bucuresti - CUI: 4204178",Inchis,"Nivel Scazut",2018-02-06,,Pathfast,"Razvan Dinescu"
"Revizie Pathfast Pv.6747","Cu Factura",Revizie,"Spital Clinic Urgenta SF Ioan Bucuresti - CUI: 4204178",Nou,"Nivel Scazut",2018-02-06,,Pathfast,"Razvan Dinescu"
"Revizie Pathfast 08.12.2017","Cu Factura",Revizie,"Sp.Cl.de Urg.'SF Pantelimon' - CUI: 4203881",Inchis,"Nivel Scazut",2018-02-06,,Pathfast,"Razvan Dinescu"
"Mentenanta Gastat 1830 + Pahtfast Pv. 7582","Fara Factura",Revizie,"Spital Municipal Medgidia - CUI: 4300752",Inchis,"Nivel Scazut",2018-02-06,,,"Razvan Dinescu"
"Mentenanta Pathfast Pv.7168","Fara Factura",Cerere,"Spit.Jud.de Urgenta Braila - CUI: 4342863",Inchis,"Nivel Scazut",2018-02-06,,Pathfast,"Razvan Dinescu"
"Mentenanta Gastat 1830 Pv.7105","Cu Factura",Cerere,"Sp. Jud. de Urg. Targoviste - CUI: 4206845",Inchis,"Nivel Scazut",2018-02-06,,,"Razvan Dinescu"
"Preluare echipament Valleylab Force FX 21.12.2017","Cu Factura",Revizie,"Spitalul Jud. Buzau - CUI: 4055750",Inchis,"Nivel Scazut",2018-02-06,,,"Razvan Dinescu"
"Verificare URIT 3000 + Pv.7435","Cu Factura",Cerere,"Spitalul de Urgenta Tulcea - CUI: 4026712",Inchis,"Nivel Scazut",2018-02-06,,,"Razvan Dinescu"
"Revizie conform contract Pathfast. PV 7371","Cu Factura",Revizie,"Sp.Jud.de Urgenta Alexandria - CUI: 4253650",Inchis,"Nivel Scazut",2018-02-06,,Pathfast,"Razvan Dinescu"
"Mentenanta Gastat 1830 Pv. 6824","Fara Factura",Cerere,"Sp. Jud. de Urg. Targoviste - CUI: 4206845",Inchis,"Nivel Scazut",2018-02-06,,,"Razvan Dinescu"
"Mentenanta URIT 8021 Pv. 6840","Cu Factura",Revizie,"Spital de Psihiatrie Sapunari - CUI: 3466375",Inchis,"Nivel Scazut",2018-02-06,,,"Razvan Dinescu"
"Mentenanta Pathfast Pv.6579","Fara Factura",Cerere,"Spitalul Jud. de Urgenta Constanta - CUI: 4301103",Inchis,"Nivel Scazut",2018-02-06,,Pathfast,"Razvan Dinescu"
"Mentenanta Pathfast + Gastat 1835 ","Cu Factura",Cerere,"Sp.Agrippa Ionescu Bucuresti - Balotesti - CUI: 8372077",Inchis,"Nivel Scazut",2018-02-06,,,"Razvan Dinescu"
"Mentenanta periodica Pathfast Pv.6955","Cu Factura",Revizie,"Spitalul Jud. Slobozia - CUI: 4231768",Inchis,"Nivel Scazut",2018-02-06,,Pathfast,"Razvan Dinescu"
"Mentenanta periodica Pathfast Pv.6954","Cu Factura",Revizie,"Spitalul Jud. Slobozia - CUI: 4231768",Inchis,"Nivel Scazut",2018-02-06,,,"Razvan Dinescu"
"Mentenanta Gastat 1835 Pv.7034","Fara Factura",Revizie,"Sp.Agrippa Ionescu Bucuresti - Balotesti - CUI: 8372077",Inchis,"Nivel Scazut",2018-02-06,,,"Razvan Dinescu"
"Predare electrocauter Valleylab. PV.7056","Cu Factura",Cerere,"Euroclinic Hospital SA - CUI: RO14009050",Inchis,"Nivel Scazut",2018-02-06,,,"Razvan Dinescu"
"Mentenanta Pathfast 21.11.2017","Fara Factura",Revizie,"Spit.Jud.de Urgenta Braila - CUI: 4342863",Inchis,"Nivel Scazut",2018-02-06,,Pathfast,"Razvan Dinescu"
"Mentenanta URIT 3000+ Pv.7114","Cu Factura",Cerere,"Spitalul de Urgenta Tulcea - CUI: 4026712",Inchis,"Nivel Scazut",2018-02-06,,,"Razvan Dinescu"
"Predare Electrocauter Valleylab ForceFX PV.1185","Cu Factura",Cerere,"Euroclinic Hospital SA - CUI: RO14009050",Inchis,"Nivel Scazut",2018-02-27,,,"Razvan Dinescu"
"Ridicare Ventilator Monnal T60 Pv.1289","Fara Factura",Cerere,"Sp. Universitar de Urgenta Elias - CUI: 4192537",Inchis,"Nivel Scazut",2018-03-09,,"Ventilator Monnal T60","Razvan Dinescu"
"Preluare Pathfast Cardio Braila Pv.7405","Fara Factura",Cerere,"Spit.Jud.de Urgenta Braila - CUI: 4342863",Inchis,"Nivel Scazut",2018-03-09,,Pathfast,"Razvan Dinescu"
"Predare nebulizator SR4 Pv.1002","Fara Factura",Cerere,"Sp.Agrippa Ionescu Bucuresti - CUI: 8372077",Inchis,"Nivel Scazut",2018-03-09,,,"Razvan Dinescu"
"Predare ventilator Monnal T60 Pv.1373","Fara Factura",Cerere,"Sp. Universitar de Urgenta Elias - CUI: 4192537",Inchis,"Nivel Scazut",2018-03-09,,"Ventilator Monnal T60","Razvan Dinescu"
"Predare electrocauter Valleylab Pv.1303","Cu Factura",Cerere,"Euroclinic Hospital SA - CUI: RO14009050",Inchis,"Nivel Scazut",2018-03-09,,,"Razvan Dinescu"
"Ridicare echipament Spotchem Ez Pv.1375","Fara Factura",Cerere,"Spital Cl. Jud. Ilfov - CUI: 14989140",Inchis,"Nivel Scazut",2018-03-09,,Spotchem,"Razvan Dinescu"
"Verificare echipamente Upu Tulcea Pv.837","Fara Factura",Revizie,"Spitalul de Urgenta Tulcea - CUI: 4026712",Inchis,"Nivel Scazut",2018-03-12,,Pathfast,"Razvan Dinescu"
"Verificare echipamente conform contrat Pv.547","Fara Factura",Revizie,"Spitalul de Urgenta Tulcea - CUI: 4026712",Inchis,"Nivel Scazut",2018-03-12,,,"Razvan Dinescu"
"Verificare echipemente conform contrat Pv.1376","Cu Factura",Revizie,"Spitalul de Urgenta Tulcea - CUI: 4026712",Inchis,"Nivel Scazut",2018-03-12,,,"Razvan Dinescu"
"Nebulizator Unik - SAJ Galati Pv.1592","Cu Factura",Cerere,"SAJ Galati - CUI: 7465720",Inchis,"Nivel Scazut",2018-03-26,,,"Razvan Dinescu"
"Predare Spotchem EZ PV.1711","Cu Factura",Revizie,"Spital Cl. Jud. Ilfov - CUI: 14989140",Inchis,"Nivel Scazut",2018-03-26,,Spotchem,"Razvan Dinescu"
"Pathfast Elias- UPU verificare teste Pv.1503","Cu Factura",Revizie,"Sp. Universitar de Urgenta Elias - CUI: 4192537",Inchis,"Nivel Scazut",2018-03-26,,Pathfast,"Razvan Dinescu"
"Mentenanta periodica Pathfast Spitalul Militar PV.1871","Cu Factura",Cerere,"UM 02482 - CUI: 4364594",Inchis,"Nivel Scazut",2018-03-29,,Pathfast,"Razvan Dinescu"
"Upgrade soft Pathfast Pv.2065","Cu Factura",Cerere,"Spit.Jud.de Urg.Dr.Fogolyan Kristof Sf.Gheorghe - CUI: 4202010",Inchis,"Nivel Scazut",2018-04-11,,Pathfast,"Razvan Dinescu"
"Revizie nebulizator SR4 Cab Med Bran Pv.2065","Fara Factura",Revizie,"Cabinet Medical Bran - CUI: ",Inchis,"Nivel Scazut",2018-04-11,,,"Razvan Dinescu"
"Mentenanta periodica Pathfast Pv.2228","Cu Factura",Cerere,"Spitalul Judetean Pitesti - CUI: 4122205",Inchis,"Nivel Scazut",2018-04-18,,,"Razvan Dinescu"
"Ridicare analizor Pathfast de la beneficiar Pv.2227","Fara Factura",Cerere,"Spitalul Judetean Pitesti - CUI: 4122205",Inchis,"Nivel Scazut",2018-04-18,,Pathfast,"Razvan Dinescu"
"Revizie conform contrat Pv.2204","Cu Factura",Revizie,"Spital Judetean de Urgenta Valcea - CUI: 2540589",Inchis,"Nivel Scazut",2018-04-18,,,"Razvan Dinescu"
"Mentenanta periodica Pathfast Cardio Pv.2219","Cu Factura",Cerere,"Spital Judetean de Urgenta Valcea - CUI: 2540589",Inchis,"Nivel Scazut",2018-04-18,,,"Razvan Dinescu"
"Mentenanta periodica Pahtfast PV.2282","Fara Factura",Cerere,"Sp. Universitar de Urgenta Elias - CUI: 4192537",Inchis,"Nivel Scazut",2018-04-19,,Pathfast,"Razvan Dinescu"
"Remediere defectiune sesizata Monnal T60 Pv.2282","Fara Factura",Revizie,"Sp. Universitar de Urgenta Elias - CUI: 4192537",Inchis,"Nivel Scazut",2018-04-19,,"Ventilator Monnal T60","Razvan Dinescu"
"Predare Urit3000+ Pv.2226","Cu Factura",Cerere,"Sp.Agrippa Ionescu Bucuresti - Balotesti - CUI: 8372077",Inchis,"Nivel Scazut",2018-04-19,,,"Razvan Dinescu"
"Ridicare echipament pentru verificare si depanare PV.1938","Fara Factura",Revizie,"Spit. Judetean Giurgiu - CUI: 4352620",Inchis,"Nivel Scazut",2018-04-19,,Pathfast,"Razvan Dinescu"
"Mentenanta periodica Pathfast Pv.1946","Cu Factura",Cerere,"UM 02482 - CUI: 4364594",Inchis,"Nivel Scazut",2018-04-19,,Pathfast,"Razvan Dinescu"
"Inlocuire ecran touch-screen Pathfast PV.2625","Cu Factura",Cerere,"Spit.Jud de urgenta Calarasi - CUI: 3233078",Inchis,"Nivel Scazut",2018-05-10,,Pathfast,"Razvan Dinescu"
"Inlocuire ecran touch-screen Pathfast Pv.2658","Cu Factura",Revizie,"Spit. Judetean Giurgiu - CUI: 4352620",Inchis,"Nivel Scazut",2018-05-10,,Pathfast,"Razvan Dinescu"
"Ridicare echipament Spotchem Ez. Pv.2688","Fara Factura",Revizie,"Spital Cl. Jud. Ilfov - CUI: 14989140",Inchis,"Nivel Scazut",2018-05-14,,Spotchem,"Razvan Dinescu"
"Inlocuire impriamta termica Pathfast PV.2718","Cu Factura",Cerere,"Spit. Judetean Giurgiu - CUI: 4352620",Inchis,"Nivel Scazut",2018-05-14,,Pathfast,"Razvan Dinescu"
"Predare echipamant Pathfast Pv. 2746","Cu Factura",Cerere,"Spitalul Judetean Pitesti - CUI: 4122205",Inchis,"Nivel Scazut",2018-05-17,,Pathfast,"Razvan Dinescu"
"Inlocuire ecran touch-screen Pathfast Pv.2759","Fara Factura",Cerere,"Sp.Jud.de Urgenta Slatina - CUI: 4394927",Inchis,"Nivel Scazut",2018-05-17,,Pathfast,"Razvan Dinescu"
"Revizie periodica Pathfast Pv.2777","Fara Factura",Revizie,"Sp. Jud. de Urg. Craiova - CUI: 5002142",Inchis,"Nivel Scazut",2018-05-17,,Pathfast,"Razvan Dinescu"
"Mentenanta periodica Pathfast Pv.2853","Fara Factura",Cerere,"Spitalul Cl.Jud.Urg.Brasov - CUI: 4384117",Inchis,"Nivel Scazut",2018-05-23,,Pathfast,"Razvan Dinescu"
"Predare electrocauter Valleylab ForceFx","Cu Factura",Cerere,"Euroclinic Hospital SA - CUI: RO14009050",Inchis,"Nivel Scazut",2018-05-23,,,"Razvan Dinescu"
"Verificare analizor Pathfast Pv.2988","Fara Factura",Cerere,"Spitalul Cl.de Urgenta Floreasca - CUI: 4505332",Inchis,"Nivel Scazut",2018-05-30,,Pathfast,"Razvan Dinescu"
"Ridicare ventilator HT70  Pv.2974","Cu Garantie",Cerere,"Spitalul Cl.de Urgenta Floreasca - CUI: 4505332",Inchis,"Nivel Scazut",2018-06-07,,,"Razvan Dinescu"
"Predare Ventilator HT70 Pv.3172","Cu Garantie",Cerere,"Spitalul Cl.de Urgenta Floreasca - CUI: 4505332",Inchis,"Nivel Scazut",2018-06-07,,,"Razvan Dinescu"
"Predare analizor de biochimie Spotchem Pv.3065","Cu Factura",Revizie,"UM 0502 Cabinet Medical Sibiu - CUI: ",Inchis,"Nivel Scazut",2018-06-07,,Spotchem,"Razvan Dinescu"
"Instalare echipament de hematologie Norma Icon5 Pv.3040","Cu Factura",Instalare,"C.E.T.T.T-Sf.Stelian - CUI: 4364632",Inchis,"Nivel Scazut",2018-06-07,,,"Razvan Dinescu"
"Mentenanta periodica Pathfast Pv.1978","Fara Factura",Cerere,"Spital univ.de urgenta Bucuresti - CUI: 4283570",Inchis,"Nivel Scazut",2018-06-07,,,"Razvan Dinescu"
"Predare echipament Valleylab Force EZ Pv.3235","Cu Factura",Cerere,"Euroclinic Hospital SA - CUI: RO14009050",Inchis,"Nivel Scazut",2018-06-11,,,"Razvan Dinescu"
"Mentenanta periodica Pathfast Pv.2288","Cu Factura",Cerere,"Spitalul de Urgenta Tulcea - CUI: 4026712",Inchis,"Nivel Scazut",2018-06-12,,Pathfast,"Razvan Dinescu"
"Verificare echipament hematologie URIT 3000+ Pv.2288","Cu Factura",Revizie,"Spitalul de Urgenta Tulcea - CUI: 4026712",Inchis,"Nivel Scazut",2018-06-12,,,"Razvan Dinescu"
"Ridicare echipament Spotchem Ez Pv.2287","Fara Factura",Cerere,"Spitalul de Urgenta Tulcea - CUI: 4026712",Inchis,"Nivel Scazut",2018-06-12,,Spotchem,"Razvan Dinescu"
"Remediere defectiune sesizata Pahtfast Pv.2284","Cu Factura",Revizie,"Spitalul de Urgenta Tulcea - CUI: 4026712",Inchis,"Nivel Scazut",2018-06-12,,Pathfast,"Razvan Dinescu"
"Verificare Hemocron Elite. Pv.2285","Cu Factura",Revizie,"Spitalul de Urgenta Tulcea - CUI: 4026712",Inchis,"Nivel Scazut",2018-06-12,,"Hemochron Signature Elite","Razvan Dinescu"
"Verificare functionare Spotchem EZ Pv.3423","Fara Factura",Revizie,"UM 0502 Cabinet Medical Ploiesti - CUI: ",Inchis,"Nivel Scazut",2018-06-26,,Spotchem,"Razvan Dinescu"
"Reparatie nebulizator UNIK Pv.3424","Cu Factura",Cerere,"UM 0502 Cabinet Medical Ploiesti - CUI: ",Inchis,"Nivel Scazut",2018-06-26,,,"Razvan Dinescu"
"Revizie tehnica generala Spotchem EZ Pv.3433","Cu Factura",Cerere,"UM 0502 Cabinet Medical Suceava - CUI: ",Inchis,"Nivel Scazut",2018-06-26,,Spotchem,"Razvan Dinescu"
"Verificare Gastat 1835 Pv.3394","Fara Factura",Cerere,"Sp.Agrippa Ionescu Bucuresti - CUI: 8372077",Inchis,"Nivel Scazut",2018-06-26,,,"Razvan Dinescu"
"Mentenanta periodica Pathfast PV.3468","Fara Factura",Cerere,"Spitalul Jud. Buzau - CUI: 4055750",Inchis,"Nivel Scazut",2018-06-26,,Pathfast,"Razvan Dinescu"
"Mentenanta periodica Pathfast PV.3464","Fara Factura",Cerere,"Spitalul Jud. Buzau - CUI: 4055750",Inchis,"Nivel Scazut",2018-06-26,,Pathfast,"Razvan Dinescu"
"Reparatie nebulizator MiniBio Pv.3474","Fara Factura",Cerere,"Sp.Agrippa Ionescu Bucuresti - CUI: 8372077",Inchis,"Nivel Scazut",2018-06-26,,,"Razvan Dinescu"
"Reparatie nebulizator Maxibio Pv.3745","Fara Factura",Cerere,"Sp.Agrippa Ionescu Bucuresti - CUI: 8372077",Inchis,"Nivel Scazut",2018-06-26,,,"Razvan Dinescu"
"Inlocuire card CF Pathfast Pv.3499","Fara Factura",Cerere,"Spital univ.de urgenta Bucuresti - CUI: 4283570",Inchis,"Nivel Scazut",2018-06-26,,Pathfast,"Razvan Dinescu"
"Remediere defect sesizat Spotchem EZ ","Fara Factura",Revizie,"Spitalul Jud. de Urgenta Deva - CUI: 4374385",Inchis,"Nivel Scazut",2018-06-26,,Spotchem,"Razvan Dinescu"
"Remediere defect sesizat Pathfast Pv.3783","Fara Factura",Cerere,"UM 02482 - CUI: 4364594",Inchis,"Nivel Scazut",2018-07-09,,Pathfast,"Razvan Dinescu"
"Predat analizor de biochimie URIT 8031 Pv.3714","Fara Factura",Cerere,"Spit.Jud.de Urgenta Braila - CUI: 4342863",Inchis,"Nivel Scazut",2018-07-09,,,"Razvan Dinescu"
"Verificare periodica si instalare hs-ctni Pv.3585","Fara Factura",Cerere,"Spitalul Judetean Miercurea Ciuc - CUI: 4245305",Inchis,"Nivel Scazut",2018-07-09,,Pathfast,"Razvan Dinescu"
"Verificare Gastat 1835 Pv.3766","Fara Factura",Revizie,"Spitalul Jud. de Urgenta Constanta - CUI: 4301103",Inchis,"Nivel Scazut",2018-07-09,,,"Razvan Dinescu"
"Verificare periodica Pathfast Pv.3650","Fara Factura",Cerere,"Spital Clinic Jud. de Urgenta Galati - CUI: 3126853",Inchis,"Nivel Scazut",2018-07-09,,Pathfast,"Razvan Dinescu"
"Predare analizor Gastat 1835 Pv.3648","Fara Factura",Cerere,"Spital Clinic Jud. de Urgenta Galati - CUI: 3126853",Inchis,"Nivel Scazut",2018-07-09,,,"Razvan Dinescu"
"Predare analizor Pathfast - cardio Braila Pv.3652","Fara Factura",Cerere,"Spit.Jud.de Urgenta Braila - CUI: 4342863",Inchis,"Nivel Scazut",2018-07-09,,,"Razvan Dinescu"
"Mentenanta periodica Pahtfast Pv.3649","Fara Factura",Cerere,"Spital Clinic Jud. de Urgenta Galati - CUI: 3126853",Inchis,"Nivel Scazut",2018-07-09,,Pathfast,"Razvan Dinescu"
"Verificare Gastat 1835 Braila. Pv3651","Fara Factura",Cerere,"Spit.Jud.de Urgenta Braila - CUI: 4342863",Inchis,"Nivel Scazut",2018-07-09,,,"Razvan Dinescu"
"Predare URIT 3000 Plus Pv.4485","Fara Factura",Cerere,"Sp.Agrippa Ionescu Bucuresti - CUI: 8372077",Inchis,"Nivel Scazut",2018-08-13,,,"Razvan Dinescu"
"Predare Pathfast dupa reparatie Pv.4484","Cu Factura",Cerere,"Sp.Agrippa Ionescu Bucuresti - CUI: 8372077",Inchis,"Nivel Scazut",2018-08-13,,Pathfast,"Razvan Dinescu"
"Calibrare si verificare Norma Icon 5 Pv.4205","Cu Factura",Revizie,"C.E.T.T.T-Sf.Stelian - CUI: 4364632",Inchis,"Nivel Scazut",2018-08-13,,,"Razvan Dinescu"
"Predare ventilator dupa reparatie. PV.4381","Fara Factura",Cerere,"Sp. Universitar de Urgenta Elias - CUI: 4192537",Inchis,"Nivel Scazut",2018-08-13,,"Ventilator Monnal T60","Razvan Dinescu"
"Remediere defect sesizat Electrocauter Valleylab Force Fx Pv.4200","Cu Factura",Cerere,"Euroclinic Hospital SA - CUI: RO14009050",Inchis,"Nivel Scazut",2018-08-13,,,"Razvan Dinescu"
"Ridicare analizor Pathfast Pv.4492","Fara Factura",Cerere,"Sp.Agrippa Ionescu Bucuresti - CUI: 8372077",Inchis,"Nivel Scazut",2018-08-13,,Pathfast,"Razvan Dinescu"
"Mentenanta periodica Pahtfast Pv.4175","Fara Factura",Cerere,"Sp. Jud. de Urg. Targoviste - CUI: 4206845",Inchis,"Nivel Scazut",2018-08-13,,Pathfast,"Razvan Dinescu"
"Predare echipament dupa reparatie. Pv.3939","Cu Factura",Cerere,"Euroclinic Hospital SA - CUI: RO14009050",Inchis,"Nivel Scazut",2018-08-13,,,"Razvan Dinescu"
"Mentenanta periodica Pathfast Pv.4070","Cu Factura",Revizie,"AngioLife - CUI: ",Inchis,"Nivel Scazut",2018-08-13,,Pathfast,"Razvan Dinescu"
"Mentenanta periodica Pathfast Pv 4590 .","Fara Factura",Cerere,"Sp. Jud. de Urg. Targoviste - CUI: 4206845",Inchis,"Nivel Scazut",2018-08-21,,Pathfast,"Razvan Dinescu"
"Predare Biowind B500 Pv.4606","Cu Factura",Cerere,"Spitalul Jud. de Urgenta Constanta - CUI: 4301103",Inchis,"Nivel Scazut",2018-08-21,,,"Razvan Dinescu"
"Verificare si inlocuire consumabile Gastat 1835 Pv.4657","Fara Factura",Cerere,"Sp.Agrippa Ionescu Bucuresti - CUI: 8372077",Inchis,"Nivel Scazut",2018-08-21,,,"Razvan Dinescu"
"Eroare citire senzor Axa Y Pv.3867","Cu Factura",Revizie,"Spital univ.de urgenta Bucuresti - CUI: 4283570",Inchis,"Nivel Scazut",2018-08-21,,Pathfast,"Razvan Dinescu"
"Eroare citire proba linia 2 Pv.3866","Cu Factura",Cerere,"Inst. de Boli Cardiovasculare 'CC Iliescu' - CUI: 4203628",Inchis,"Nivel Scazut",2018-08-21,,Pathfast,"Razvan Dinescu"
"Revizie periodica Pathfast","Fara Factura",Revizie,"Spital univ.de urgenta Bucuresti - CUI: 4283570",Inchis,"Nivel Scazut",2018-08-21,,Pathfast,"Razvan Dinescu"
"Verificare Pathfast Slatina Pv.4017","Fara Factura",Revizie,"Sp.Jud.de Urgenta Slatina - CUI: 4394927",Inchis,"Nivel Scazut",2018-08-21,,Pathfast,"Razvan Dinescu"
"Predare echipament Pathfast Pv.4016","Fara Factura",Revizie,"Sp.Jud.de Urgenta Slatina - CUI: 4394927",Inchis,"Nivel Scazut",2018-08-21,,Pathfast,"Razvan Dinescu"
"Predare echipament Pv.4334","Cu Factura",Cerere,"Sp. Universitar de Urgenta Elias - CUI: 4192537",Inchis,"Nivel Scazut",2018-08-21,,Pathfast,"Razvan Dinescu"
"Ridicare venilator Monnal T60 Pv.4372","Fara Factura",Cerere,"Sp. Universitar de Urgenta Elias - CUI: 4192537",Inchis,"Nivel Scazut",2018-08-21,,"Ventilator Monnal T60","Razvan Dinescu"
"Preluare echipament Pathfat Pv.4301","Cu Factura",Revizie,"Sp. Universitar de Urgenta Elias - CUI: 4192537",Inchis,"Nivel Scazut",2018-08-21,,Pathfast,"Razvan Dinescu"
"Verificare Gastat 1835 Pv.3766","Cu Factura",Revizie,"Spitalul Jud. de Urgenta Constanta - CUI: 4301103",Inchis,"Nivel Scazut",2018-08-21,,,"Razvan Dinescu"
"Preluare in service Pathfast ","Fara Factura",Revizie,"Sp.Jud.de Urgenta Slatina - CUI: 4394927",Inchis,"Nivel Scazut",2018-08-21,,Pathfast,"Razvan Dinescu"
"Verificare teste cu ser de control. Pv3782","Fara Factura",Cerere,"Institutul Clinic Fundeni - CUI: 4204003",Inchis,"Nivel Scazut",2018-08-21,,Pathfast,"Razvan Dinescu"
"Revizie conform contrat Pv.2954","Cu Factura",Revizie,"Spital Clinic Urgenta SF Ioan Bucuresti - CUI: 4204178",Inchis,"Nivel Scazut",2018-08-21,,Pathfast,"Razvan Dinescu"
"Revizie conform contrat Pv.2955","Cu Factura",Revizie,"Spital Clinic Urgenta SF Ioan Bucuresti - CUI: 4204178",Inchis,"Nivel Scazut",2018-08-21,,Pathfast,"Razvan Dinescu"
"Calibrare Pathfast PV.3596","Fara Factura",Revizie,"Spitalul Cl.de Urgenta Floreasca - CUI: 4505332",Inchis,"Nivel Scazut",2018-08-21,,Pathfast,"Razvan Dinescu"
"Imprimanta defecta Pathfast PV.4595","Fara Factura",Cerere,"Spitalul Jud. Buzau - CUI: 4055750",Inchis,"Nivel Scazut",2018-08-22,,Pathfast,"Razvan Dinescu"
"Verificare si inlocuire consumabile Gastat 1835 PV.4633","Cu Factura",Cerere,"Spitalul Jud. de Urgenta Constanta - CUI: 4301103",Inchis,"Nivel Scazut",2018-08-22,,,"Razvan Dinescu"
"Revizie conform contract Pathfast Pv. 4083","Cu Factura",Revizie,"Spital Clinic Urgenta SF Ioan Bucuresti - CUI: 4204178",Inchis,"Nivel Scazut",2018-08-22,,Pathfast,"Razvan Dinescu"
"Revizie conform contrat Pathfast Pv.4084","Cu Factura",Revizie,"Spital Clinic Urgenta SF Ioan Bucuresti - CUI: 4204178",Inchis,"Nivel Scazut",2018-08-22,,Pathfast,"Razvan Dinescu"
"Ridiare nebulizator SR4 Pv.3002","Fara Factura",Cerere,"UM 0502 Cabinet Medical Constanta - CUI: ",Inchis,"Nivel Scazut",2018-08-22,,,"Razvan Dinescu"
"Ridicare analizor Pathfast Pv.3025","Fara Factura",Cerere,"Sp.Agrippa Ionescu Bucuresti - CUI: 8372077",Inchis,"Nivel Scazut",2018-08-22,,,"Razvan Dinescu"
"Revizie conform contract Pathfast ","Cu Factura",Revizie,"Sp.Jud.de Urgenta Alexandria - CUI: 4253650",Inchis,"Nivel Scazut",2018-08-22,,Pathfast,"Razvan Dinescu"
"Revizie echipamente Lab Sapunari. Pv.2790","Cu Factura",Revizie,"Spital de Psihiatrie Sapunari - CUI: 3466375",Inchis,"Nivel Scazut",2018-08-22,,,"Razvan Dinescu"
"Revizie conform contract Pathfast PV.3429","Cu Factura",Revizie,"Spital Clinic Urgenta SF Ioan Bucuresti - CUI: 4204178",Inchis,"Nivel Scazut",2018-08-22,,Pathfast,"Razvan Dinescu"
