Subiect,"Tip Interventie","Motiv Interventie",Organizatie,Status,"Prioritate Caz","Data Deschidere","Data Inchidere","Nume Echipament","Atribuit Lui"
"Interventie Pathfast PV - 3683","Fara Factura",Revizie,"Spitalul Jud. Vaslui - CUI: 3551942",Inchis,"Nivel Scazut",2021-07-27,,Pathfast,"Eduard Dimitrachi"
"Interventie Pathfast PV - 3795","Fara Factura",Revizie,"Spitalul Jud. Vaslui - CUI: 3551942",Inchis,"Nivel Scazut",2021-07-27,,,"Eduard Dimitrachi"
"Interventie Pathfast PV - 3794","Fara Factura",Revizie,"Spit Cl. jud de urgenta Piatra Neamt - CUI: 2613362",Inchis,"Nivel Scazut",2021-07-27,,Pathfast,"Eduard Dimitrachi"
"Interventie Pathfast PV - 3799","Fara Factura",Revizie,"Spit Cl. jud de urgenta Piatra Neamt - CUI: 2613362",Inchis,"Nivel Scazut",2021-07-27,,Pathfast,"Eduard Dimitrachi"
"Interventie Pathfast PV - 4381","Fara Factura",Revizie,"Spitalul Jud. 'Mavromati' Botosani - CUI: 4557951",Inchis,"Nivel Scazut",2021-07-27,,Pathfast,"Eduard Dimitrachi"
"Interventie Pathfast PV - 3985","Fara Factura",Revizie,"Spitalul Jud. Vaslui - CUI: 3551942",Inchis,"Nivel Scazut",2021-07-27,,Pathfast,"Eduard Dimitrachi"
"Interventie Pathfast PV - 4421","Fara Factura",Revizie,"Spit Jud de Urg Bacau - CUI: 4278728",Inchis,"Nivel Scazut",2021-07-27,,Pathfast,"Eduard Dimitrachi"
"Interventie Pathfast PV - 4500","Fara Factura",Revizie,"Instit. Boli Cardiovasculare Iasi - CUI: 8615184",Inchis,"Nivel Scazut",2021-07-27,,Pathfast,"Eduard Dimitrachi"
"Interventie Pathfast PV - 4629","Fara Factura",Revizie,"Spital Orasenesc Gura Humorului - CUI: 5347770",Inchis,"Nivel Scazut",2021-07-27,,Pathfast,"Eduard Dimitrachi"
"Upgrade cabluri PMT/BCR","Cu Factura",Revizie,"Spitalul Jud. 'Mavromati' Botosani - CUI: 4557951",Inchis,"Nivel Scazut",2021-08-05,,Pathfast,"Eduard Dimitrachi"
"Revizie periodica PATHFAST PV - 3464","Cu Factura",Revizie,"Spitalul Jud. 'Mavromati' Botosani - CUI: 4557951",Inchis,"Nivel Scazut",2021-11-11,,Pathfast,"Eduard Dimitrachi"
"Revizie periodica PATHFAST PV - 3466","Cu Factura",Revizie,"Spitalul Jud. 'Mavromati' Botosani - CUI: 4557951",Inchis,"Nivel Scazut",2021-11-11,,Pathfast,"Eduard Dimitrachi"
"Revizie periodica PATHFAST PV - 3465","Cu Factura",Revizie,"Spitalul Jud. 'Mavromati' Botosani - CUI: 4557951",Inchis,"Nivel Scazut",2021-11-11,,Pathfast,"Eduard Dimitrachi"
"Revizie periodica PATHFAST PV - 3714","Cu Factura",Revizie,"Spitalul Jud. 'Mavromati' Botosani - CUI: 4557951",Inchis,"Nivel Scazut",2021-11-11,,Pathfast,"Eduard Dimitrachi"
"Revizie periodica PATHFAST PV - 3715","Cu Factura",Revizie,"Spitalul Jud. 'Mavromati' Botosani - CUI: 4557951",Inchis,"Nivel Scazut",2021-11-11,,Pathfast,"Eduard Dimitrachi"
"Revizie periodica PATHFAST PV - 3713","Cu Factura",Revizie,"Spitalul Jud. 'Mavromati' Botosani - CUI: 4557951",Inchis,"Nivel Scazut",2021-11-11,,Pathfast,"Eduard Dimitrachi"
"Interventie Pathfast PV - 4449","Cu Factura",Revizie,"Spitalul Jud. 'Mavromati' Botosani - CUI: 4557951",Inchis,"Nivel Scazut",2021-11-11,,Pathfast,"Eduard Dimitrachi"
"Interventie Pathfast PV - 4450","Cu Factura",Revizie,"Spitalul Jud. 'Mavromati' Botosani - CUI: 4557951",Inchis,"Nivel Scazut",2021-11-11,,Pathfast,"Eduard Dimitrachi"
"Revizie periodica PATHFAST PV - 4382","Cu Factura",Revizie,"Spitalul Jud. 'Mavromati' Botosani - CUI: 4557951",Inchis,"Nivel Scazut",2021-11-11,,Pathfast,"Eduard Dimitrachi"
"Revizie periodica PATHFAST PV - 5273","Cu Factura",Revizie,"Spitalul Jud. 'Mavromati' Botosani - CUI: 4557951",Inchis,"Nivel Scazut",2021-11-11,,Pathfast,"Eduard Dimitrachi"
"Revizie periodica PATHFAST PV - 5280","Cu Factura",Revizie,"Spitalul Jud. 'Mavromati' Botosani - CUI: 4557951",Inchis,"Nivel Scazut",2021-11-11,,Pathfast,"Eduard Dimitrachi"
"Revizie periodica PATHFAST PV - 5281","Cu Factura",Revizie,"Spitalul Jud. 'Mavromati' Botosani - CUI: 4557951",Inchis,"Nivel Scazut",2021-11-11,,Pathfast,"Eduard Dimitrachi"
"Revizie periodica PATHFAST PV - 6042","Cu Factura",Revizie,"Spitalul Jud. 'Mavromati' Botosani - CUI: 4557951",Inchis,"Nivel Scazut",2021-11-11,,Pathfast,"Eduard Dimitrachi"
"Revizie periodica PATHFAST PV - 6029","Cu Factura",Revizie,"Spitalul Jud. 'Mavromati' Botosani - CUI: 4557951",Inchis,"Nivel Scazut",2021-11-11,,Pathfast,"Eduard Dimitrachi"
"Interventie Pathfast PV - 5837","Cu Factura",Revizie,"Spitalul Jud. 'Mavromati' Botosani - CUI: 4557951",Inchis,"Nivel Scazut",2021-11-11,,Pathfast,"Eduard Dimitrachi"
"Revizie periodica Electrocautere Bacau PV - 6901","Cu Factura",Revizie,"Spit Jud de Urg Bacau - CUI: 4278728",Inchis,"Nivel Scazut",2021-11-11,,,"Eduard Dimitrachi"
"Interventie hemochrom PV - 7246","Fara Factura",Revizie,"Spitalul Jud. Vaslui - CUI: 3551942",Inchis,"Nivel Scazut",2021-11-11,,,"Eduard Dimitrachi"
"Interventie Pathfast PV - 7247","Fara Factura",Revizie,"Spt.Jud de Urg. Sf.Pantelimon  Focsani - CUI: 4350505",Inchis,"Nivel Scazut",2021-11-11,,Pathfast,"Eduard Dimitrachi"
"Interventie Pathfast PV - 7245","Fara Factura",Revizie,"Spitalul Municipal Onesti - CUI: 4278825",Inchis,"Nivel Scazut",2021-11-11,,Pathfast,"Eduard Dimitrachi"
"Interventie Pathfast PV - 7152","Cu Factura",Cerere,"Sp. Municipal Radauti - CUI: 4327367",Inchis,"Nivel Scazut",2021-11-11,,Pathfast,"Eduard Dimitrachi"
"Revizie Force Triad PV - 6857","Cu Factura",Revizie,"Spitalul Judetean Suceava - CUI: 4243983",Inchis,"Nivel Scazut",2021-11-11,,,"Eduard Dimitrachi"
"Revizie periodica PATHFAST PV - 6858","Cu Factura",Revizie,"Spitalul Judetean Suceava - CUI: 4243983",Inchis,"Nivel Scazut",2021-11-11,,Pathfast,"Eduard Dimitrachi"
"Revizie periodica Force Triad PV - 2165","Cu Factura",Revizie,"Spitalul Judetean Suceava - CUI: 4243983",Inchis,"Nivel Scazut",2021-11-11,,,"Eduard Dimitrachi"
"Revizie periodica PATHFAST PV - 2164","Cu Factura",Revizie,"Spitalul Judetean Suceava - CUI: 4243983",Inchis,"Nivel Scazut",2021-11-11,,Pathfast,"Eduard Dimitrachi"
"Revizie periodica electrocauter PV - 6989","Cu Factura",Revizie,"Spitalul Municipa de Urgenta Moinesti - CUI: 4278710",Inchis,"Nivel Scazut",2021-11-11,,,"Eduard Dimitrachi"
"Interventie Gastat PV - 6972","Fara Factura",Cerere,"Spital Orasenesc Gura Humorului - CUI: 5347770",Inchis,"Nivel Scazut",2021-11-11,,,"Eduard Dimitrachi"
"Interventie Pathfast PV - 6900","Fara Factura",Revizie,"Spit Jud de Urg Bacau - CUI: 4278728",Inchis,"Nivel Scazut",2021-11-11,,Pathfast,"Eduard Dimitrachi"
"Interventie Pathfast PV - 6818","Fara Factura",Revizie,"Spit Jud de Urg Bacau - CUI: 4278728",Inchis,"Nivel Scazut",2021-11-11,,Pathfast,"Eduard Dimitrachi"
"Interventie Pathfast PV - 6817","Fara Factura",Revizie,"Spit Jud de Urg Bacau - CUI: 4278728",Inchis,"Nivel Scazut",2021-11-11,,Pathfast,"Eduard Dimitrachi"
"Interventie Gastat PV - 6481","Fara Factura",Revizie,"Spital Orasenesc Gura Humorului - CUI: 5347770",Inchis,"Nivel Scazut",2021-11-11,,,"Eduard Dimitrachi"
"Interventie Pathfast PV - 6616","Fara Factura",Revizie,"Spitalul Municipal Onesti - CUI: 4278825",Inchis,"Nivel Scazut",2021-11-11,,Pathfast,"Eduard Dimitrachi"
"Interventie Gastat PV - 6334","Fara Factura",Revizie,"Spital Orasenesc Gura Humorului - CUI: 5347770",Inchis,"Nivel Scazut",2021-11-11,,,"Eduard Dimitrachi"
"Interventie Gastat PV - 5862","Fara Factura",Revizie,"Spital Orasenesc Gura Humorului - CUI: 5347770",Inchis,"Nivel Scazut",2021-11-11,,,"Eduard Dimitrachi"
"Interventie hemochrom ","Fara Factura",Cerere,"Spitalul Jud. Vaslui - CUI: 3551942",Inchis,"Nivel Scazut",2021-11-11,,,"Eduard Dimitrachi"
"Interventie Pathfast PV - 5573","Fara Factura",Cerere,"Spitalul Jud. Vaslui - CUI: 3551942",Inchis,"Nivel Scazut",2021-11-11,,Pathfast,"Eduard Dimitrachi"
"Interventie Pathfast PV - 5572","Fara Factura",Cerere,"Spitalul Jud. Vaslui - CUI: 3551942",Inchis,"Nivel Scazut",2021-11-11,,Pathfast,"Eduard Dimitrachi"
"Interventie Pathfast PV - 5553","Cu Factura",Revizie,"Spit Jud de Urg Bacau - CUI: 4278728",Inchis,"Nivel Scazut",2021-11-11,,Pathfast,"Eduard Dimitrachi"
"Interventie Pathfast PV - 5549","Fara Factura",Cerere,"Spit Jud de Urg Bacau - CUI: 4278728",Inchis,"Nivel Scazut",2021-11-11,,Pathfast,"Eduard Dimitrachi"
"Interventie Electrocauter PV - 5504","Fara Factura",Cerere,"Spit Cl. jud de urgenta Piatra Neamt - CUI: 2613362",Inchis,"Nivel Scazut",2021-11-11,,,"Eduard Dimitrachi"
"Interventie hemochrom PV - 5477","Fara Factura",Revizie,"Spitalul Jud. Vaslui - CUI: 3551942",Inchis,"Nivel Scazut",2021-11-12,,,"Eduard Dimitrachi"
"Interventie Pathfast PV - 5183","Fara Factura",Revizie,"Spitalul Jud. Vaslui - CUI: 3551942",Inchis,"Nivel Scazut",2021-11-12,,Pathfast,"Eduard Dimitrachi"
"Interventie valleylab FT10 PV - 5151","Fara Factura",Revizie,"Spit Cl. jud de urgenta Piatra Neamt - CUI: 2613362",Inchis,"Nivel Scazut",2021-11-12,,,"Eduard Dimitrachi"
"Interventie hemochrom PV - 7939","Fara Factura",Cerere,"Spitalul Jud. Vaslui - CUI: 3551942",Inchis,"Nivel Scazut",2021-11-19,,,"Eduard Dimitrachi"
"Interventie Pathfast PV - 7444","Fara Factura",Cerere,"Spitalul Cl. Jud.De Urgenta Sf.Spiridon Iasi - CUI: 4701312",Inchis,"Nivel Scazut",2021-11-19,,Pathfast,"Eduard Dimitrachi"
"Interventie Electrocauter PV - 7468","Fara Factura",Revizie,"Spit Jud de Urg Bacau - CUI: 4278728",Inchis,"Nivel Scazut",2021-11-19,,,"Eduard Dimitrachi"
"Revizie periodica PATHFAST PV - 6420","Cu Factura",Revizie,"Spitalul Jud. 'Mavromati' Botosani - CUI: 4557951",Inchis,"Nivel Scazut",2021-12-16,,Pathfast,"Eduard Dimitrachi"
"Revizie periodica PATHFAST PV - 6758","Cu Factura",Revizie,"Spitalul Jud. 'Mavromati' Botosani - CUI: 4557951",Inchis,"Nivel Scazut",2021-12-16,,Pathfast,"Eduard Dimitrachi"
"Revizie periodica PATHFAST PV - 6751","Cu Factura",Revizie,"Spitalul Jud. 'Mavromati' Botosani - CUI: 4557951",Inchis,"Nivel Scazut",2021-12-16,,Pathfast,"Eduard Dimitrachi"
"Revizie periodica PATHFAST PV - 7740","Cu Factura",Revizie,"Spitalul Jud. 'Mavromati' Botosani - CUI: 4557951",Inchis,"Nivel Scazut",2021-12-16,,Pathfast,"Eduard Dimitrachi"
"Revizie periodica PATHFAST PV - 7738","Cu Factura",Revizie,"Spitalul Jud. 'Mavromati' Botosani - CUI: 4557951",Inchis,"Nivel Scazut",2021-12-16,,Pathfast,"Eduard Dimitrachi"
"Revizie periodica PATHFAST PV - 7739","Cu Factura",Revizie,"Spitalul Jud. 'Mavromati' Botosani - CUI: 4557951",Inchis,"Nivel Scazut",2021-12-16,,Pathfast,"Eduard Dimitrachi"
"Revizie periodica PATHFAST PV - 7089","Cu Factura",Revizie,"Spit Cl. jud de urgenta Piatra Neamt - CUI: 2613362",Inchis,"Nivel Scazut",2021-12-30,,Pathfast,"Eduard Dimitrachi"
"Revizie periodica Electrocauter PV - 7090","Cu Factura",Revizie,"Spit Cl. jud de urgenta Piatra Neamt - CUI: 2613362",Inchis,"Nivel Scazut",2021-12-30,,,"Eduard Dimitrachi"
"Revizie periodica Electrocauter PV - 7091","Cu Factura",Revizie,"Spit Cl. jud de urgenta Piatra Neamt - CUI: 2613362",Inchis,"Nivel Scazut",2021-12-30,,,"Eduard Dimitrachi"
"Interventie Pathfast PV - 8406","Fara Factura",Cerere,"Spit Jud de Urg Bacau - CUI: 4278728",Inchis,"Nivel Scazut",2021-12-30,,Pathfast,"Eduard Dimitrachi"
"Revizie periodica PATHFAST PV - 8371","Fara Factura",Revizie,"Spitalul Cl. Jud.De Urgenta Sf.Spiridon Iasi - CUI: 4701312",Inchis,"Nivel Scazut",2021-12-30,,Pathfast,"Eduard Dimitrachi"
"Revizie periodica PATHFAST PV - 8155","Cu Factura",Revizie,"Spitalul Jud. 'Mavromati' Botosani - CUI: 4557951",Inchis,"Nivel Scazut",2021-12-30,,Pathfast,"Eduard Dimitrachi"
"Revizie periodica PATHFAST PV - 8154","Cu Factura",Revizie,"Spitalul Jud. 'Mavromati' Botosani - CUI: 4557951",Inchis,"Nivel Scazut",2021-12-30,,Pathfast,"Eduard Dimitrachi"
"Revizie periodica PATHFAST PV - 8153","Cu Factura",Revizie,"Spitalul Jud. 'Mavromati' Botosani - CUI: 4557951",Inchis,"Nivel Scazut",2021-12-30,,Pathfast,"Eduard Dimitrachi"
"Revizie periodica PATHFAST PV - 8214","Cu Factura",Revizie,"Spitalul Jud. Vaslui - CUI: 3551942",Inchis,"Nivel Scazut",2021-12-30,,Pathfast,"Eduard Dimitrachi"
"Revizie periodica Senzitire optire c PV - 8213","Cu Factura",Revizie,"Spitalul Jud. Vaslui - CUI: 3551942",Inchis,"Nivel Scazut",2021-12-30,,Sensititre,"Eduard Dimitrachi"
"Revizie periodica Versatrek PV - 8216","Cu Factura",Revizie,"Spitalul Jud. Vaslui - CUI: 3551942",Inchis,"Nivel Scazut",2021-12-30,,,"Eduard Dimitrachi"
"Revizie periodica PATHFAST PV - 8215","Cu Factura",Revizie,"Spitalul Jud. Vaslui - CUI: 3551942",Inchis,"Nivel Scazut",2021-12-30,,Pathfast,"Eduard Dimitrachi"
"Revizie periodica Hemocrome-elite PV - 8217","Cu Factura",Revizie,"Spitalul Jud. Vaslui - CUI: 3551942",Inchis,"Nivel Scazut",2021-12-30,,,"Eduard Dimitrachi"
"Interventie Pathfast PV - 8110","Fara Factura",Cerere,"Spit Jud de Urg Bacau - CUI: 4278728",Inchis,"Nivel Scazut",2021-12-30,,Pathfast,"Eduard Dimitrachi"
"Interventie Pathfast PV - 8111","Fara Factura",Cerere,"Spit Jud de Urg Bacau - CUI: 4278728",Inchis,"Nivel Scazut",2021-12-30,,Pathfast,"Eduard Dimitrachi"
"Cerere interventie electrocauter - PV 504","Fara Factura",Cerere,"Spit Jud de Urg Bacau - CUI: 4278728",Inchis,"Nivel Scazut",2022-04-06,,,"Eduard Dimitrachi"
"Cerere interventie Norma  - PV 505","Fara Factura",Cerere,"Spitalul Municipal Onesti - CUI: 4278825",Inchis,"Nivel Scazut",2022-04-06,,,"Eduard Dimitrachi"
"Cerere interventie Norma - PV 295","Fara Factura",Cerere,"Spitalul Municipal Onesti - CUI: 4278825",Inchis,"Nivel Scazut",2022-04-06,,"Norma Icon 3","Eduard Dimitrachi"
"Constatare defectiune Valleylab - PV 1043","Fara Factura",Cerere,"Spit Jud de Urg Bacau - CUI: 4278728",Inchis,"Nivel Scazut",2022-04-06,,,"Eduard Dimitrachi"
"Interventie Norma - PV 1202","Fara Factura",Revizie,"Spit Jud de Urg Bacau - CUI: 4278728",Inchis,"Nivel Scazut",2022-04-06,,"Norma Icon 3","Eduard Dimitrachi"
"Cerere interventie electrocauter - PV 1763","Fara Factura",Cerere,"Spit Jud de Urg Bacau - CUI: 4278728",Inchis,"Nivel Scazut",2022-04-06,,,"Eduard Dimitrachi"
"Constatare defectiune pedala monopolar Valleylab - PV 1799","Fara Factura",Cerere,"Spit Jud de Urg Bacau - CUI: 4278728",Inchis,"Nivel Scazut",2022-04-06,,,"Eduard Dimitrachi"
"Cerere interventie electrocauter - PV 1747","Fara Factura",Cerere,"Spit Jud de Urg Bacau - CUI: 4278728",Inchis,"Nivel Scazut",2022-04-06,,,"Eduard Dimitrachi"
"Cerere interventie electrocauter - PV 1602","Fara Factura",Cerere,"Spit Jud de Urg Bacau - CUI: 4278728",Inchis,"Nivel Scazut",2022-04-06,,,"Eduard Dimitrachi"
"Interventie Electrocauter PV - 1586","Cu Factura",Revizie,"Spit Jud de Urg Bacau - CUI: 4278728",Inchis,"Nivel Scazut",2022-04-06,,,"Eduard Dimitrachi"
"Interventie Pathfast - PV 1907","Fara Factura",Cerere,"Spit Jud de Urg Bacau - CUI: 4278728",Inchis,"Nivel Scazut",2022-04-06,,Pathfast,"Eduard Dimitrachi"
"Interventie Norma - PV 2024","Fara Factura",Cerere,"Spit Jud de Urg Bacau - CUI: 4278728",Inchis,"Nivel Scazut",2022-04-06,,"Norma Icon 3","Eduard Dimitrachi"
"Constatare defectiune Valleylab - PV 697","Fara Factura",Cerere,"Spitalul Cl. Jud.De Urgenta Sf.Spiridon Iasi - CUI: 4701312",Inchis,"Nivel Scazut",2022-04-06,,,"Eduard Dimitrachi"
"Cerere interventie pathfast - PV 891","Fara Factura",Cerere,"Sp. Municipal Radauti - CUI: 4327367",Inchis,"Nivel Scazut",2022-04-06,,Pathfast,"Eduard Dimitrachi"
"Interventie Pathfast - PV 877","Fara Factura",Cerere,"Spitalul Jud. Vaslui - CUI: 3551942",Inchis,"Nivel Scazut",2022-04-06,,Pathfast,"Eduard Dimitrachi"
"Interventie Pathfast - PV 850","Fara Factura",Cerere,"Spit Cl. jud de urgenta Piatra Neamt - CUI: 2613362",Inchis,"Nivel Scazut",2022-04-06,,Pathfast,"Eduard Dimitrachi"
"Interventie Pathfast - PV 1098","Fara Factura",Cerere,"Spit Cl. jud de urgenta Piatra Neamt - CUI: 2613362",Inchis,"Nivel Scazut",2022-04-06,,,"Eduard Dimitrachi"
"Interventie Pathfast - PV 1906 Barlad","Fara Factura",Cerere,"Sp.Mun.de Urgenta'Elena Beldiman' Barlad - CUI: 4446481",Inchis,"Nivel Scazut",2022-04-06,,Pathfast,"Eduard Dimitrachi"
"Revizie periodica PATHFAST PV - 2817","Cu Factura",Revizie,"Spitalul Jud. 'Mavromati' Botosani - CUI: 4557951",Inchis,"Nivel Scazut",2022-06-07,,Pathfast,"Eduard Dimitrachi"
"Revizie periodica PATHFAST PV - 2816","Cu Factura",Revizie,"Spitalul Jud. 'Mavromati' Botosani - CUI: 4557951",Inchis,"Nivel Scazut",2022-06-07,,Pathfast,"Eduard Dimitrachi"
"Revizie periodica PATHFAST PV - 2818","Cu Factura",Revizie,"Spitalul Jud. 'Mavromati' Botosani - CUI: 4557951",Inchis,"Nivel Scazut",2022-06-07,,Pathfast,"Eduard Dimitrachi"
"Revizie periodica PATHFAST PV - 726","Cu Factura",Revizie,"Spitalul Jud. 'Mavromati' Botosani - CUI: 4557951",Inchis,"Nivel Scazut",2022-06-07,,Pathfast,"Eduard Dimitrachi"
"Revizie periodica PATHFAST PV - 725","Cu Factura",Revizie,"Spitalul Jud. 'Mavromati' Botosani - CUI: 4557951",Inchis,"Nivel Scazut",2022-06-07,,Pathfast,"Eduard Dimitrachi"
"Revizie periodica PATHFAST PV - 724","Cu Factura",Revizie,"Spitalul Jud. 'Mavromati' Botosani - CUI: 4557951",Inchis,"Nivel Scazut",2022-06-07,,Pathfast,"Eduard Dimitrachi"
"Revizie periodica PATHFAST PV - 2074","Cu Factura",Revizie,"Spitalul Jud. 'Mavromati' Botosani - CUI: 4557951",Inchis,"Nivel Scazut",2022-06-07,,Pathfast,"Eduard Dimitrachi"
"Revizie periodica PATHFAST PV - 1166","Cu Factura",Revizie,"Spitalul Jud. 'Mavromati' Botosani - CUI: 4557951",Inchis,"Nivel Scazut",2022-06-07,,Pathfast,"Eduard Dimitrachi"
"Revizie periodica PATHFAST PV - 1168","Cu Factura",Revizie,"Spitalul Jud. 'Mavromati' Botosani - CUI: 4557951",Inchis,"Nivel Scazut",2022-06-07,,Pathfast,"Eduard Dimitrachi"
"Revizie periodica PATHFAST PV - 2074","Cu Factura",Revizie,"Spitalul Jud. 'Mavromati' Botosani - CUI: 4557951",Inchis,"Nivel Scazut",2022-06-07,,Pathfast,"Eduard Dimitrachi"
"Revizie periodica PATHFAST PV - 2073","Cu Factura",Revizie,"Spitalul Jud. 'Mavromati' Botosani - CUI: 4557951",Inchis,"Nivel Scazut",2022-06-07,,Pathfast,"Eduard Dimitrachi"
"Revizie periodica PATHFAST PV - 2072","Cu Factura",Revizie,"Spitalul Jud. 'Mavromati' Botosani - CUI: 4557951",Inchis,"Nivel Scazut",2022-06-07,,Pathfast,"Eduard Dimitrachi"
"Revizie periodica PATHFAST PV - 2929","Cu Factura",Revizie,"Spitalul Jud. Vaslui - CUI: 3551942",Inchis,"Nivel Scazut",2022-06-07,,Pathfast,"Eduard Dimitrachi"
"Revizie periodica Hemochrom PV - 2931","Cu Factura",Revizie,"Spitalul Jud. Vaslui - CUI: 3551942",Inchis,"Nivel Scazut",2022-06-07,,,"Eduard Dimitrachi"
"Revizie periodica PATHFAST PV - 2928","Cu Factura",Revizie,"Spitalul Jud. Vaslui - CUI: 3551942",Inchis,"Nivel Scazut",2022-06-07,,Pathfast,"Eduard Dimitrachi"
"Revizie periodica Versatrek PV - 2930","Cu Factura",Revizie,"Spitalul Jud. Vaslui - CUI: 3551942",Inchis,"Nivel Scazut",2022-06-07,,,"Eduard Dimitrachi"
"Revizie periodica Sensititre PV - 2937","Cu Factura",Revizie,"Spitalul Jud. Vaslui - CUI: 3551942",Inchis,"Nivel Scazut",2022-06-07,,Sensititre,"Eduard Dimitrachi"
"Revizie periodica Valleylab PV - 3715","Cu Factura",Revizie,"Spit Cl. jud de urgenta Piatra Neamt - CUI: 2613362",Inchis,"Nivel Scazut",2022-06-07,,,"Eduard Dimitrachi"
"Revizie periodica Valleylab PV - 3714","Cu Factura",Revizie,"Spit Cl. jud de urgenta Piatra Neamt - CUI: 2613362",Inchis,"Nivel Scazut",2022-06-07,,,"Eduard Dimitrachi"
"Cerere interventie Pathfast - PV 3744","Fara Factura",Cerere,"Spit Jud de Urg Bacau - CUI: 4278728",Inchis,"Nivel Scazut",2022-06-07,,Pathfast,"Eduard Dimitrachi"
"Revizie periodica Electrocauter PV - 3605","Cu Factura",Revizie,"Sp. de Urg. pt Copii 'Sf. Maria' Iasi - CUI: 4701339",Inchis,"Nivel Scazut",2022-06-07,,,"Eduard Dimitrachi"
"Revizie periodica Electrocauter PV - 3604","Cu Factura",Revizie,"Sp. de Urg. pt Copii 'Sf. Maria' Iasi - CUI: 4701339",Inchis,"Nivel Scazut",2022-06-07,,,"Eduard Dimitrachi"
"Cerere interventie Pathfast - PV 3257","Fara Factura",Cerere,"Spitalul Jud. Vaslui - CUI: 3551942",Inchis,"Nivel Scazut",2022-06-07,,Pathfast,"Eduard Dimitrachi"
"Cerere interventie Gastat 735 - PV 3229","Fara Factura",Cerere,"Spital Orasenesc Gura Humorului - CUI: 5347770",Inchis,"Nivel Scazut",2022-06-07,,,"Eduard Dimitrachi"
"Revizie periodica PATHFAST PV - 3181","Fara Factura",Revizie,"Spt.Jud de Urg. Sf.Pantelimon  Focsani - CUI: 4350505",Inchis,"Nivel Scazut",2022-06-07,,,"Eduard Dimitrachi"
"Revizie periodica PATHFAST PV - 3091","Fara Factura",Revizie,"Spitalul Jud. Vaslui - CUI: 3551942",Inchis,"Nivel Scazut",2022-06-07,,Pathfast,"Eduard Dimitrachi"
"Cerere interventie Pathfast - PV 2728","Fara Factura",Cerere,"Sp. Municipal Radauti - CUI: 4327367",Inchis,"Nivel Scazut",2022-06-07,,Pathfast,"Eduard Dimitrachi"
"Interventie Unyvero PV - 5124","Fara Factura",Cerere,"Spitalul Cl. Jud.De Urgenta Sf.Spiridon Iasi - CUI: 4701312",Inchis,"Nivel Scazut",2022-08-16,,,"Eduard Dimitrachi"
"Interventie Pathfast PV - 4669","Fara Factura",Instalare,"Spital Orasenesc 'Sf.Dimitrie' Tg.Neamt - CUI: ",Inchis,"Nivel Scazut",2022-08-16,,,"Eduard Dimitrachi"
"Revizie periodica Electrocauter PV - 4556","Cu Factura",Revizie,"Spitalul Municipa de Urgenta Moinesti - CUI: 4278710",Inchis,"Nivel Scazut",2022-08-16,,,"Eduard Dimitrachi"
"Interventie Electrocauter PV - 4762","Fara Factura",Cerere,"Instit. Boli Cardiovasculare Iasi - CUI: 8615184",Inchis,"Nivel Scazut",2022-08-16,,,"Eduard Dimitrachi"
"Interventie Pathfast PV -  4779","Fara Factura",Cerere,"Spitalul Cl. Jud.De Urgenta Sf.Spiridon Iasi - CUI: 4701312",Inchis,"Nivel Scazut",2022-08-16,,Pathfast,"Eduard Dimitrachi"
"Interventie Pathfast PV - 4561","Fara Factura",Cerere,"Spitalul Municipal Onesti - CUI: 4278825",Inchis,"Nivel Scazut",2022-08-16,,Pathfast,"Eduard Dimitrachi"
"Interventie Pathfast PV - 4557","Fara Factura",Revizie,"Spit Jud de Urg Bacau - CUI: 4278728",Inchis,"Nivel Scazut",2022-08-16,,Pathfast,"Eduard Dimitrachi"
"Interventie Pathfast PV -  4335","Fara Factura",Cerere,"Sp. Municipal Radauti - CUI: 4327367",Inchis,"Nivel Scazut",2022-08-16,,Pathfast,"Eduard Dimitrachi"
"Interventie Electrocauter PV - 5479","Cu Factura",Cerere,"Spitalul Cl. Jud.De Urgenta Sf.Spiridon Iasi - CUI: 4701312",Inchis,"Nivel Scazut",2022-08-16,,,"Eduard Dimitrachi"
"Verificare periodica PATHFAST - PV 7110","Cu Factura",Revizie,"Spitalul Jud. 'Mavromati' Botosani - CUI: 4557951",Inchis,"Nivel Scazut",2022-11-21,,Pathfast,"Eduard Dimitrachi"
"Revizie periodica PATHFAST PV - 6362","Cu Factura",Revizie,"Spitalul Jud. 'Mavromati' Botosani - CUI: 4557951",Inchis,"Nivel Scazut",2022-11-21,,Pathfast,"Eduard Dimitrachi"
"Revizie periodica PATHFAST PV - 5731","Cu Factura",Revizie,"Spitalul Jud. 'Mavromati' Botosani - CUI: 4557951",Inchis,"Nivel Scazut",2022-11-21,,Pathfast,"Eduard Dimitrachi"
"Revizie periodica PATHFAST PV - 5016","Cu Factura",Revizie,"Spitalul Jud. 'Mavromati' Botosani - CUI: 4557951",Inchis,"Nivel Scazut",2022-11-21,,Pathfast,"Eduard Dimitrachi"
"Revizie periodica PATHFAST PV - 4485","Cu Factura",Revizie,"Spitalul Jud. 'Mavromati' Botosani - CUI: 4557951",Inchis,"Nivel Scazut",2022-11-21,,Pathfast,"Eduard Dimitrachi"
"Revizie periodica Gastat Navi PV - 7113","Cu Factura",Revizie,"Spitalul Jud. 'Mavromati' Botosani - CUI: 4557951",Inchis,"Nivel Scazut",2022-11-21,,"Gastat Navi","Eduard Dimitrachi"
